entity,correct,incorrect,model,item_id,condition,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting,task,is_correct,model_family,model_size,correct_first,exemplar,exemplar_de,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,profession
Sweden,Stockholm,Gothenburg,mamba-1.4b-hf,52.0,no_competitor,4.477,0.8843,1.0,2.4819438584299223e-05,-2.457,-27.94,0.3280000000000003,-5.25,27.2800694,27,13.339999999999998,13.339999999999998,0.9791666666666666,1.995693184660003,46,1392.273,35,1.6720000000000002,287.52200000000005,35,82.301463371498,127.00792708168532,35,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
Sweden,Stockholm,Gothenburg,mamba-1.4b-hf,52.0,no_competitor,4.438,1.064,0.3333333333333333,2.3943493355680593e-05,-2.873,-27.95,-0.5310000000000001,-5.93,29.7025259,25,13.419,13.419,1.0,0.993124218550688,46,1416.988,35,0.0939999999999998,323.271,35,67.77539086266967,133.71506191428102,44,capitals-recognition,False,Mamba,1400,False,,,,,,,,,
United Kingdom,London,Birmingham,mamba-1.4b-hf,53.0,no_competitor,3.95,0.918,1.0,0.0007968127490039,-1.342,-16.08,3.232,4.390000000000001,21.01856353,27,0.0,0.0,0.0208333333333333,10.565461500027638,38,967.2181,35,357.0939000000001,0.0,25,164.53007540958274,39.370794071631835,38,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
United Kingdom,London,Birmingham,mamba-1.4b-hf,53.0,no_competitor,4.21,0.8945,1.0,0.0007930214115781,-1.695,-15.95,2.008,4.109999999999999,24.83358893,27,0.0,0.0,0.0208333333333333,8.343216514358376,46,985.0925,35,314.10849999999994,0.0,25,135.48535363206062,43.6624626703373,38,capitals-recognition,True,Mamba,1400,False,,,,,,,,,
Arizona,Phoenix,Tucson,mamba-1.4b-hf,54.0,no_competitor,3.639,0.9116,1.0,2.7530765630592185e-05,-0.9785,-25.22,2.6035,-0.3399999999999998,27.5064744,24,2.4299999999999997,2.4299999999999997,0.625,3.043693859497565,46,1306.5335,35,126.5775,9.55,32,74.76773780241086,38.287864179448434,38,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
Arizona,Phoenix,Tucson,mamba-1.4b-hf,54.0,no_competitor,3.902,1.192,1.0,2.8376039272438353e-05,-1.181,-24.7,2.145,-0.0299999999999975,27.30734174,24,2.0400000000000027,2.0400000000000027,0.625,2.854796190644622,46,1318.872,35,115.61799999999997,7.560000000000002,32,66.3673921059906,43.75054890937549,38,capitals-recognition,True,Mamba,1400,False,,,,,,,,,
Colorado,Denver,Colorado Springs,mamba-1.4b-hf,55.0,no_competitor,4.69,1.176,1.0,9.537434430138292e-05,-2.53,-19.38,0.7510000000000003,-0.4599999999999973,32.04694034,27,4.800000000000001,4.800000000000001,0.8333333333333334,1.968345294953584,46,1204.099,35,5.108999999999998,115.51399999999994,38,57.08851457132368,46.23021322291756,38,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
Colorado,Denver,Colorado Springs,mamba-1.4b-hf,55.0,no_competitor,4.54,1.443,1.0,9.453582907922102e-05,-2.354,-19.28,0.984,-0.2800000000000011,29.47589377,27,5.030000000000001,5.030000000000001,0.8333333333333334,2.0986799767581177,46,1212.3159999999998,35,8.676,116.617,38,59.63295960255134,45.72828134637949,38,capitals-recognition,True,Mamba,1400,False,,,,,,,,,
Georgia,Atlanta,Augusta,mamba-1.4b-hf,56.0,no_competitor,4.652,0.56,0.5,0.0042735042735042,-2.564,-13.46,-0.238,7.699999999999999,31.806946010000004,27,7.602,7.602,1.0,1.7973189801761449,46,1069.798,35,85.76499999999999,53.8657,31,106.06152870720312,96.5256862204375,31,capitals-recognition,False,Mamba,1400,True,,,,,,,,,
Georgia,Atlanta,Augusta,mamba-1.4b-hf,56.0,no_competitor,4.574,1.227,0.5,0.0051020408163265,-2.596,-12.33,-0.2190000000000003,8.06,31.28250026,27,4.775999999999999,4.775999999999999,1.0,1.8180983293007205,46,1060.938,35,86.47999999999999,45.547,46,96.18792879431656,84.79342782130948,13,capitals-recognition,False,Mamba,1400,False,,,,,,,,,
Hawaii,Honolulu,Hilo,mamba-1.4b-hf,57.0,no_competitor,4.582,1.556,1.0,8.613264427217915e-05,-2.09,-19.45,0.5310000000000001,-2.219999999999999,35.17442452,36,3.629999999999999,3.629999999999999,0.7916666666666666,5.586561186211785,44,1054.851,35,40.363,22.138,15,89.51883806741029,75.43979998482281,41,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
Hawaii,Honolulu,Hilo,mamba-1.4b-hf,57.0,no_competitor,4.44,1.563,1.0,9.2910898448388e-05,-1.94,-19.16,0.6320000000000001,-1.5599999999999987,31.58096375,27,2.9200000000000017,2.9200000000000017,0.6458333333333334,5.731677104637079,44,1041.8760000000002,35,56.454999999999984,15.460000000000012,15,94.34489363905588,70.4301918533391,30,capitals-recognition,True,Mamba,1400,False,,,,,,,,,
Idaho,Boise,Meridian,mamba-1.4b-hf,58.0,no_competitor,4.13,1.576,1.0,2.91154719618005e-05,-1.557,-23.5,0.9130000000000004,-1.3599999999999994,33.068022209999995,27,8.03,8.03,0.7708333333333334,7.369260015885324,35,1200.1036,35,20.112399999999997,153.06599999999997,31,79.28728260989716,72.49674422172019,26,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
Idaho,Boise,Meridian,mamba-1.4b-hf,58.0,no_competitor,4.066,1.548,1.0,3.029385034837928e-05,-1.472,-23.36,1.186,-1.1699999999999982,32.594056800000004,27,7.580000000000002,7.580000000000002,0.7708333333333334,7.336150613051068,35,1193.559,35,30.545,153.40099999999998,35,78.33132465071246,63.92997983949332,35,capitals-recognition,True,Mamba,1400,False,,,,,,,,,
Massachusetts,Boston,Worcester,mamba-1.4b-hf,59.0,no_competitor,4.754,1.231,0.5,2.7463473580138417e-05,-2.672,-24.6,0.8199999999999998,0.8200000000000003,29.87430549,27,3.6999999999999993,3.6999999999999993,0.75,1.5422612504784836,46,1300.708,35,192.004,12.950000000000006,34,60.74316558639184,60.31895114980871,38,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
Massachusetts,Boston,Worcester,mamba-1.4b-hf,59.0,no_competitor,4.69,0.9937,0.5,2.7470263439826387e-05,-2.787,-25.02,0.8360000000000003,0.9499999999999992,30.19119744,27,2.400000000000002,2.400000000000002,0.7083333333333334,1.525098381220075,46,1304.5259999999998,35,198.94400000000005,8.370000000000008,34,59.43771112366413,56.11865961607318,38,capitals-recognition,True,Mamba,1400,False,,,,,,,,,
Ohio,Columbus,Cleveland,mamba-1.4b-hf,60.0,no_competitor,4.543,2.04,1.0,3.081759068076058e-05,-2.332,-22.67,0.8050000000000002,-4.720000000000002,30.15881937,23,6.629999999999999,6.629999999999999,0.9791666666666666,1.3647278835412662,46,1369.488,35,7.824999999999999,110.654,40,47.5140453408348,52.36508961037516,40,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
Ohio,Columbus,Cleveland,mamba-1.4b-hf,60.0,no_competitor,4.594,2.002,1.0,3.08413520848754e-05,-2.395,-22.83,0.96,-4.689999999999998,30.59512142,27,6.600000000000001,6.600000000000001,0.9583333333333334,1.3508084900251909,46,1373.62,35,8.397000000000011,99.631,40,48.08274322021073,47.84261003353337,40,capitals-recognition,True,Mamba,1400,False,,,,,,,,,
Rhode Island,Providence,Warwick,mamba-1.4b-hf,61.0,no_competitor,4.543,2.01,0.5,2.7555041194786585e-05,-2.715,-23.92,-0.6509999999999998,-6.340000000000003,33.15029756,27,13.6444,13.6444,1.0,1.195173762883893,46,1352.993,35,0.0,377.3348180000001,45,53.56023127203396,125.06182973199878,45,capitals-recognition,False,Mamba,1400,True,,,,,,,,,
Rhode Island,Providence,Warwick,mamba-1.4b-hf,61.0,no_competitor,4.344,1.945,0.3333333333333333,2.885919598279992e-05,-2.613,-23.86,-0.8480000000000001,-6.059999999999999,30.96526625,27,12.105999999999998,12.105999999999998,1.0,1.166119244805941,46,1348.575,30,0.0,378.8758300000001,45,46.314458366769856,123.90233688633484,45,capitals-recognition,False,Mamba,1400,False,,,,,,,,,
Tennessee,Nashville,Memphis,mamba-1.4b-hf,62.0,no_competitor,4.633,1.785,1.0,4.2107036085729926e-05,-2.379,-21.2,1.281,1.41,26.20475486,27,1.900000000000002,1.900000000000002,0.7083333333333334,1.591929497674854,46,1342.609,35,62.01600000000002,14.46,32,44.5781107092566,30.735407876533483,38,capitals-recognition,True,Mamba,1400,True,,,,,,,,,
Tennessee,Nashville,Memphis,mamba-1.4b-hf,62.0,no_competitor,4.633,1.721,0.5,4.294425835265825e-05,-2.559,-21.23,0.609,1.379999999999999,25.89105603,27,1.4600000000000009,1.1999999999999993,0.7083333333333334,1.0123334596328382,46,1346.8259999999998,35,44.95800000000002,14.350000000000003,32,38.13689619113114,35.45689071070261,37,capitals-recognition,True,Mamba,1400,False,,,,,,,,,
Australia,Canberra,Sydney,mamba-130m-hf,1.0,has_competitor,5.1226826,0.046364084,0.2,0.0006561679790026,-3.285675,-97.60115,-1.1588553999999998,20.259339999999995,10.90256109860323,7,4.0303153,4.0303153,1.0,0.2578538583368859,22,2233.4015687,20,494.5025240000001,8.696594100000002,10,4.286708336104226,55.70630361678708,22,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Australia,Canberra,Sydney,mamba-130m-hf,1.0,has_competitor,5.082917,0.03252987,0.125,0.0006635700066357,-3.6397853,-98.34513,-1.5989291999999995,20.957610000000003,10.862765460018746,7,4.171484800000001,4.171484800000001,1.0,0.1746654761342615,22,2245.0317423,20,489.70308000000006,10.6034202,10,5.277855289166551,53.73065491997346,19,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Brazil,Brasilia,Rio de Janeiro,mamba-130m-hf,2.0,has_competitor,4.552503,0.030811274,1.0,6.425083526085839e-05,-2.023179,-143.84608,0.5244675000000001,-21.79997,8.597466686425673,7,21.79997,21.79997,0.9166666666666666,1.1761629556273072,22,3246.1949999999997,20,6.839605500000001,328.67280500000004,20,37.888847994890845,1.4150443610509418,20,capitals-recognition,True,Mamba,130,True,,,,,,,,,
Brazil,Brasilia,Rio de Janeiro,mamba-130m-hf,2.0,has_competitor,4.622757,0.029630601,0.3333333333333333,6.350415952244872e-05,-2.4480486,-144.33235,-0.0061530999999996,-21.82777999999999,8.55837310239096,7,21.82162689999999,21.82162689999999,1.0,0.4512062539088531,22,3260.5106768999995,20,3.1385356999999994,337.02391409999996,20,32.86411993438497,1.3285226130294738,20,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Canada,Ottawa,Toronto,mamba-130m-hf,3.0,has_competitor,4.7060747,0.07156507,0.5,8.200754469411185e-05,-2.7715034,-136.50117,-1.0395544,-20.856974000000008,11.09619061961934,10,21.082455600000003,21.082455600000003,1.0,0.6162934144149133,22,3105.1035691,20,0.0,392.2052427,20,17.41220642420608,12.14069305562866,20,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Canada,Ottawa,Toronto,mamba-130m-hf,3.0,has_competitor,4.53353,0.06367477,0.3333333333333333,8.28363154406892e-05,-3.026159,-136.52835,-1.5599746,-20.725589999999983,10.933717128359486,10,20.39317940000001,20.39317940000001,1.0,0.4382388675753783,22,3110.018755,20,0.0,403.8920448999999,20,14.801390558992184,12.391656296499384,20,capitals-recognition,False,Mamba,130,False,,,,,,,,,
India,New Delhi,Mumbai,mamba-130m-hf,4.0,has_competitor,5.1998105,0.033699807,0.1428571428571428,0.0013157894736842,-3.7659702,-87.58207,-1.0671005,46.906429999999986,10.264167501271674,10,0.0,0.0,1.0,0.2174912450888325,22,1963.1111772,20,1182.118004,2.1091275,17,17.91520250866906,71.72355029698471,17,capitals-recognition,False,Mamba,130,True,,,,,,,,,
India,New Delhi,Mumbai,mamba-130m-hf,4.0,has_competitor,5.178214,0.03151495,0.1,0.0013245033112582,-4.024796,-87.68289,-1.4862670000000002,47.394639999999995,10.607641949113068,10,0.1820459999999992,0.1820459999999992,1.0,0.1709251320302985,22,1972.625182,20,1176.490627,3.1545799999999997,17,19.00526609213772,72.86104826184422,17,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Morrocco,Rabat,Marrakesh,mamba-130m-hf,5.0,has_competitor,5.6975145,0.018489726,0.25,0.0001208459214501,-3.3796523,-131.5057,-0.4084663000000001,-38.490089999999995,10.701196718374147,7,49.5156837,48.2608487,1.0,0.3421920807127193,22,3020.7235032999997,20,1.4475420000000003,868.6937492999999,20,38.994094306185985,10.4675245355576,20,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Morrocco,Rabat,Marrakesh,mamba-130m-hf,5.0,has_competitor,5.6629677,0.015655784,0.125,0.000119976004799,-3.9133537,-131.88165,-0.9494934000000002,-38.700320000000005,10.596484098128618,7,49.00086659999999,47.80510159999999,1.0,0.174028436203725,22,3029.8963817000003,20,0.6629896999999998,879.2830463999999,20,36.4037530428039,11.38049270926118,20,capitals-recognition,False,Mamba,130,False,,,,,,,,,
New Zealand,Wellington,Auckland,mamba-130m-hf,6.0,has_competitor,4.737561,0.049942724,0.5,7.505253677574302e-05,-1.937511,-137.81105,-0.0269356,0.6017500000000098,10.697519337618242,7,2.108574400000011,0.8448943999999885,1.0,0.7601012212731917,22,3189.9667020999996,20,58.82713239999998,4.61498560000001,1,8.349341519107423,11.25202169715464,18,capitals-recognition,False,Mamba,130,True,,,,,,,,,
New Zealand,Wellington,Auckland,mamba-130m-hf,6.0,has_competitor,4.802,0.04241029,0.5,7.475517679599313e-05,-2.5700064,-138.23257,-0.8976478000000001,0.618569999999977,10.646118751832454,7,2.021938199999999,2.021938199999999,1.0,0.6320438781357155,22,3204.8758142,20,48.802665999999945,9.243531400000029,1,6.553426287600868,19.06890530457822,18,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Pakistan,Islamabad,Karachi,mamba-130m-hf,7.0,has_competitor,4.9859476,0.024652831,0.25,0.0001087311079699,-2.849547,-131.93127,-0.0367775999999997,-22.598680000000016,9.212184094118305,7,22.561902400000015,22.561902400000015,1.0,0.3186515827809036,22,2918.862026,20,7.526811999999995,344.0052226,18,40.49931269256295,4.0054584541872575,19,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Pakistan,Islamabad,Karachi,mamba-130m-hf,7.0,has_competitor,4.8746834,0.025412021,0.3333333333333333,0.0001082837033026,-2.7829022,-131.91924,-0.3697166000000003,-22.49881000000001,9.187391233955507,7,22.12909340000001,22.12909340000001,1.0,0.4156693624425653,22,2924.3338196000004,20,6.193688599999997,356.4968206,18,42.387585914791664,4.58504303312094,19,capitals-recognition,False,Mamba,130,False,,,,,,,,,
South Africa,Pretoria,Johannesburg,mamba-130m-hf,8.0,has_competitor,5.119408,0.032441616,0.125,6.630860022544923e-05,-4.102483,-142.18591,-1.0879902,-4.171379999999999,10.324190647514612,7,13.633109800000009,13.633109800000009,1.0,0.1578147557543009,22,3333.339589,20,11.235619999999985,145.6405392,12,6.170933859295657,18.479390253785795,19,capitals-recognition,False,Mamba,130,True,,,,,,,,,
South Africa,Pretoria,Johannesburg,mamba-130m-hf,8.0,has_competitor,5.0242634,0.035475142,0.0714285714285714,6.656017039403621e-05,-4.471712,-142.09605,-1.8459169,-3.876800000000003,10.31192150481022,7,12.769813100000013,12.769813100000013,1.0,0.0961069990695892,22,3340.171495,20,7.603519999999975,157.1120249,12,1.1807469956058028,19.54040783084099,19,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Switzerland,Bern,Zurich,mamba-130m-hf,9.0,has_competitor,4.585383,0.051423103,0.3333333333333333,0.0004847309743092,-2.9222758,-102.99849,-1.5135803,37.687989999999985,9.582628436066084,6,0.0,0.0,1.0,0.5272654305989672,22,2497.4752104,20,762.7406784,1.5135803,6,30.788545822345927,40.262429196493144,19,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Switzerland,Bern,Zurich,mamba-130m-hf,9.0,has_competitor,4.3989964,0.052522335,0.2,0.0004856726566294,-3.1065905,-103.146286,-1.8533821,37.77964399999999,9.455246519125332,6,0.0,0.0,1.0,0.3927822528395424,21,2509.1752155,20,753.2256709999998,1.8533821,6,21.12351835586,38.83869044635659,19,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Turkey,Ankara,Istanbul,mamba-130m-hf,10.0,has_competitor,4.6649094,0.026218366,1.0,4.954419342053112e-05,-1.9090073,-151.41217,0.4381980999999999,-16.797470000000004,8.529353287529608,6,17.796539999999993,17.796539999999993,0.875,1.0559749440496713,22,3428.0815973,20,6.98428409999999,225.6715250000001,19,16.407563123019898,0.76436715239866,19,capitals-recognition,True,Mamba,130,True,,,,,,,,,
Turkey,Ankara,Istanbul,mamba-130m-hf,10.0,has_competitor,4.624552,0.021386173,1.0,5.009016229212583e-05,-1.8677702,-151.84312,0.4190558999999998,-16.376800000000003,8.485993550010717,6,17.337430000000012,17.337430000000012,0.875,1.0658916498288404,22,3427.7405057,20,6.5649724,228.49575600000003,19,18.40941030086789,0.8139723072220417,19,capitals-recognition,True,Mamba,130,False,,,,,,,,,
United Arab Emirates,Abu Dhabi,Dubai,mamba-130m-hf,11.0,has_competitor,4.6238146,0.037001774,1.0,0.0001360914534567,-1.7884448,-126.37913,0.3653602000000002,-5.71314000000001,9.034494779171348,7,6.6513300000000015,6.6513300000000015,0.7083333333333334,1.1807203666117243,22,2949.7615960000003,20,27.924848699999988,67.60202000000002,17,10.922063123882136,6.9790217921159865,18,capitals-recognition,True,Mamba,130,True,,,,,,,,,
United Arab Emirates,Abu Dhabi,Dubai,mamba-130m-hf,11.0,has_competitor,4.60093,0.03090963,0.5,0.0001359064963305,-2.1428502,-126.705124,-0.3180351999999997,-5.849403999999993,9.058206312553418,7,6.3437248000000155,6.3437248000000155,1.0,0.6550935645973034,22,2950.8331368,20,16.9974786,72.30754420000001,17,10.116303045798745,7.1970740762711,18,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Alabama,Montgomery,Birmingham,mamba-130m-hf,12.0,has_competitor,5.548592,0.09177105,0.25,0.0001126506702714,-3.1658688,-129.0776,1.1169852000000002,-2.312509999999989,11.593824662997047,7,6.751589999999993,4.318510000000003,0.8333333333333334,0.2857450606868927,22,3022.6567788,20,21.99256820000003,45.19216999999999,12,17.532911795180787,5.882958267587015,19,capitals-recognition,True,Mamba,130,True,,,,,,,,,
Alabama,Montgomery,Birmingham,mamba-130m-hf,12.0,has_competitor,5.5845475,0.09041755,0.1666666666666666,0.0001131605748557,-3.5352416,-129.02382,0.4205855999999999,-2.2245999999999952,11.744890785504976,7,6.746700000000004,4.348530000000011,0.9583333333333334,0.1935124850405958,22,3030.1192216,20,11.89971460000002,51.102365000000006,12,11.375374733152816,5.5752957143515545,19,capitals-recognition,True,Mamba,130,False,,,,,,,,,
Alaska,Juneau,Anchorage,mamba-130m-hf,13.0,has_competitor,5.621498,0.039731238,0.3333333333333333,0.0003038590094196,-3.1750586,-112.796936,-0.3437576,-40.58429600000001,11.182789413286304,9,45.422978400000005,45.422978400000005,1.0,0.4362115649863604,22,2508.5944276,20,0.9772643999999991,811.6394706,20,32.34713640671932,40.89544451539584,21,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Alaska,Juneau,Anchorage,mamba-130m-hf,13.0,has_competitor,5.532258,0.04225546,0.3333333333333333,0.0003031221582297,-3.4357843,-112.78307,-1.0471686999999998,-40.59310599999999,11.112696558999009,9,44.5290813,44.5290813,1.0,0.4141841841581909,22,2524.2110639,20,0.0,833.9063842999999,20,28.860463848027443,43.491061215512346,21,capitals-recognition,False,Mamba,130,False,,,,,,,,,
California,Sacramento,Los Angeles,mamba-130m-hf,14.0,has_competitor,5.3290167,0.077606216,0.1428571428571428,9.171787581399614e-05,-3.5591247,-132.43056,-0.5697020999999998,-21.807120000000012,10.932223145399162,7,25.436277899999993,22.2348379,1.0,0.1909294969888288,22,3065.2936607,20,0.0,437.9458188,20,25.199116541667856,3.531547825587971,20,capitals-recognition,False,Mamba,130,True,,,,,,,,,
California,Sacramento,Los Angeles,mamba-130m-hf,14.0,has_competitor,5.246658,0.08488113,0.1,9.21489126428308e-05,-3.78949,-132.01404,-1.0104064999999998,-21.46919,10.872140268189728,7,24.976043499999992,23.159463500000005,1.0,0.137604750224139,22,3075.887802,20,0.0,450.4080665,20,25.952253076224913,4.062376255814675,20,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Connecticut,Hartford,Bridgeport,mamba-130m-hf,15.0,has_competitor,5.5754566,0.13937339,0.5,8.017317405596088e-05,-2.7709231,-135.69553,3.0435219,-9.934839999999994,11.716267157532483,10,21.726,21.726,0.9583333333333334,0.5283263736008481,22,3300.8254466,20,5.734580399999999,348.3178060000001,20,31.234307877377073,8.6643366967531,20,capitals-recognition,True,Mamba,130,True,,,,,,,,,
Connecticut,Hartford,Bridgeport,mamba-130m-hf,15.0,has_competitor,5.6375117,0.16420396,0.3333333333333333,8.027614995584812e-05,-2.9213502,-135.14893,2.4127048,-10.139706000000004,12.023525757271422,10,22.70783999999999,22.70783999999999,0.9583333333333334,0.3538747257570945,22,3314.4099482,20,3.9696678000000016,364.73137299999985,20,30.589672840927314,9.638438031284764,20,capitals-recognition,True,Mamba,130,False,,,,,,,,,
Delaware,Dover,Wilmington,mamba-130m-hf,16.0,has_competitor,5.588238,0.100961536,0.1428571428571428,7.628346937218705e-05,-3.5030909,-136.78796,-0.7496965000000002,-32.79894,11.981927861593622,10,37.1477835,33.9040435,1.0,0.1834979013829548,22,3167.4379832,20,0.0,647.2572168,20,31.361745111583353,2.2242800368499354,20,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Delaware,Dover,Wilmington,mamba-130m-hf,16.0,has_competitor,5.4993057,0.099650815,0.1111111111111111,7.606298014756218e-05,-3.6890714,-136.56279,-1.4219539,-32.73414000000001,11.90780564727712,10,37.692206099999986,37.692206099999986,1.0,0.1437607918495115,22,3183.1141264000003,20,0.0,672.8400429000001,20,31.44723240735497,8.733975428785465,20,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Florida,Tallahassee,Jacksonville,mamba-130m-hf,17.0,has_competitor,5.4645576,0.04355038,0.125,0.0001298364061282,-3.6237433,-127.6883,0.4514309999999994,7.776800000000009,11.080862424080566,7,0.0497847,0.0497847,1.0,0.1663607136076176,22,3021.7889262999997,20,189.125242,0.0497847,10,4.38030274677431,19.51493629864973,18,capitals-recognition,True,Mamba,130,True,,,,,,,,,
Florida,Tallahassee,Jacksonville,mamba-130m-hf,17.0,has_competitor,5.4435263,0.03190756,0.1111111111111111,0.0001288992008249,-3.8106074,-128.48405,0.0397606000000001,8.090229999999991,10.852074858870829,7,0.5611781999999996,0.5611781999999996,1.0,0.1532501334195913,22,3023.318309,20,182.3362216,0.5611781999999996,10,6.8357177867319265,20.468872557805057,18,capitals-recognition,True,Mamba,130,False,,,,,,,,,
Illinois,Springfield,Chicago,mamba-130m-hf,18.0,has_competitor,5.15547,0.1110616,1.0,0.0001110247585211,-1.9608476,-128.86041,0.8472823999999999,-25.737589999999997,11.313789526982234,10,43.45569,38.48940999999999,0.9583333333333334,1.087665757914308,22,3126.099473,20,2.9878245000000003,679.7023039999999,20,57.53363249606906,12.965173077946654,20,capitals-recognition,True,Mamba,130,True,,,,,,,,,
Illinois,Springfield,Chicago,mamba-130m-hf,18.0,has_competitor,5.125681,0.114366904,1.0,0.0001121076233183,-1.8649749,-128.38802,0.9533121000000002,-25.580075000000008,11.276039108296192,10,43.48271,38.5351,0.9583333333333334,1.0955986460830842,22,3129.0619769000004,20,3.2733577000000005,685.141155,20,53.52996916045358,10.953393405191187,20,capitals-recognition,True,Mamba,130,False,,,,,,,,,
Kansas,Topeka,Wichita,mamba-130m-hf,19.0,has_competitor,5.4142466,0.05906385,0.3333333333333333,0.02,-2.9402945,-40.58785,0.0534248000000001,13.259367999999997,10.852702985405717,9,0.0,0.0,0.0416666666666666,2.2843926040606854,20,959.9233640999998,19,356.97574209999993,0.0,4,201.66747178501615,7.141530514786231,2,capitals-recognition,True,Mamba,130,True,,,,,,,,,
Kansas,Topeka,Wichita,mamba-130m-hf,19.0,has_competitor,5.327791,0.06685125,0.2,0.02,-3.2342942,-40.39871,-0.7507592000000001,13.311957,10.696109684030285,21,0.0,0.0,1.0,1.580221023882875,20,966.3248754,19,343.0472571,1.4875718000000004,13,183.9126724583696,8.678492727349848,2,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Kentucky,Frankfort,Louisville,mamba-130m-hf,20.0,has_competitor,5.6415987,0.09358102,0.0714285714285714,0.000504795557799,-4.3254733,-102.02304,-1.5626296999999996,29.95572,11.360602900821696,9,0.0,0.0,1.0,0.2675971158118473,21,2370.2882156,19,865.5271937000002,1.5626296999999996,17,18.386637052065165,45.58673806773881,19,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Kentucky,Frankfort,Louisville,mamba-130m-hf,20.0,has_competitor,5.486863,0.07984391,0.05,0.0005091649694501,-4.6120706,-102.27,-1.9254189,30.38772999999999,11.07309580278171,7,0.0,0.0,1.0,0.2025307571692975,21,2380.2316619000003,20,851.7238112000001,1.9254189,17,23.47865183972225,54.98464774349457,19,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Louisiana,Baton Rouge,New Orleans,mamba-130m-hf,21.0,has_competitor,5.4198756,0.06834802,0.2,0.025,-3.1396604,-39.33487,-0.0708465999999998,46.751929999999994,11.509969901712054,10,0.0,0.0,1.0,1.235743433327531,20,969.718651,19,975.5615617,0.0708465999999998,15,309.31191797413527,15.177124655844963,3,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Louisiana,Baton Rouge,New Orleans,mamba-130m-hf,21.0,has_competitor,5.378437,0.06247572,0.2,0.024390243902439,-3.2131567,-39.49001,-0.4319991999999999,46.82764,11.533231242464936,10,0.0,0.0,1.0,1.215571892665926,20,974.9564772,19,961.4432349,0.4319991999999999,3,302.8275000703006,15.00206080847181,3,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Maine,Augusta,Portland,mamba-130m-hf,22.0,has_competitor,5.7435503,0.07301787,0.1,0.0004284490145672,-4.1182213,-104.603134,-1.8247149,16.113296000000005,11.460109049516888,10,0.0,0.0,1.0,0.1617405761699097,22,2443.7896183000003,20,463.145926,2.2108292,12,14.40539428042407,27.198318920478084,16,capitals-recognition,False,Mamba,130,True,,,,,,,,,
Maine,Augusta,Portland,mamba-130m-hf,22.0,has_competitor,5.663372,0.058982726,0.0833333333333333,0.0004291845493562,-4.360484,-105.024,-2.2495153999999995,16.143599999999992,11.570883052886796,6,0.0,0.0,1.0,0.1373452347669832,22,2453.842245,20,451.4920689999999,3.443940899999999,12,10.329960509472237,28.030740083405103,19,capitals-recognition,False,Mamba,130,False,,,,,,,,,
Maryland,Annapolis,Baltimore,mamba-130m-hf,23.0,has_competitor,5.3060393,0.07881659,0.1666666666666666,0.0003126954346466,-3.587362,-110.41563,-1.0430374000000002,4.398526000000004,10.69399500712306,10,0.0,0.0,1.0,0.2855232716120226,21,2584.2413644999997,20,234.63264010000003,1.0430374000000002,15,16.90437432605128,27.394582632652213,19,capitals-recognition,False,Mamba,130,True,,,,,,,,,
