entity,correct,incorrect,model,item_id,condition,correct_first,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
New Zealand,Wellington,Auckland,Llama-2-7b-hf,6,has_competitor,True,3.677271,5.147476,1.0,4.579593332112108e-05,-1.4651479,-13.822377,0.8820430000000001,-0.711708999999999,149.855354359,11,4.717302000000002,4.717302000000002,0.5625,10.36073462817961,21,260.7795776672,20,110.38699703280001,21.118611500000007,20,100.22015134024518,45.188788667332226,20
New Zealand,Wellington,Auckland,Llama-2-7b-hf,6,has_competitor,False,3.3626745,5.1538544,1.0,5.13083632632119e-05,-1.060571,-13.464065,1.8948726000000002,-0.48263000000000034,144.64816240300001,11,4.9583974999999985,4.9583974999999985,0.5625,11.023133963359324,20,257.1151799055,20,131.0961764945,20.627113499999997,20,115.8885919244253,44.26457643621071,20
Pakistan,Islamabad,Karachi,Llama-2-7b-hf,7,has_competitor,True,2.8787494,6.752562,1.0,7.947862025115244e-05,-0.73933095,-12.123756,2.69739065,-0.36414800000000014,169.67000407,17,1.7439184999999995,1.7439184999999995,0.71875,8.281298090797847,23,255.34127427099997,21,46.51108742899999,6.4390885,18,55.863995629022114,31.63015227977656,21
Pakistan,Islamabad,Karachi,Llama-2-7b-hf,7,has_competitor,False,2.8562171,6.638593,1.0,7.531254707034192e-05,-0.7032689,-12.225496,3.1845504,-0.5438324999999988,171.07114344000001,11,1.6860790000000012,1.6860790000000012,0.71875,8.337778192574593,23,252.78175441500002,21,52.90621568500001,4.885910300000001,18,54.35977137089766,24.242015138483055,21
South Africa,Pretoria,Johannesburg,Llama-2-7b-hf,8,has_competitor,True,3.3523674,5.1633806,1.0,0.00032927230819888045,-1.0039561,-10.589266,2.9558419000000002,1.0094049999999992,146.57557387399999,11,15.576777025,15.576777025,0.9375,3.768169226354736,28,305.457619864,27,42.612426735999996,110.60673515100002,29,96.14264588310164,101.47330167328924,29
South Africa,Pretoria,Johannesburg,Llama-2-7b-hf,8,has_competitor,False,3.421412,5.2649384,1.0,0.00030165912518853697,-1.0573455,-10.670054,3.1616257999999995,1.312047999999999,151.15140155,11,14.55808568,14.55808568,0.90625,4.230219038594715,27,298.749558708,27,43.76146439199999,101.889500368,29,94.18210126809518,95.90808187561939,27
Switzerland,Bern,Zurich,Llama-2-7b-hf,9,has_competitor,True,3.2270825,5.2504044,1.0,8.688852202624034e-05,-1.063506,-12.278308,1.8149349000000001,-0.6112160000000006,149.46112765,11,4.1863422,4.1863422,0.8125,7.7026904604419535,24,246.995433235,19,61.22391616500002,32.8569523,24,53.07264571911367,34.35567030852409,24
Switzerland,Bern,Zurich,Llama-2-7b-hf,9,has_competitor,False,3.0833485,5.145946,1.0,0.00010264832683227263,-0.9275218,-12.008176,2.6838558999999997,-0.22780400000000078,149.01310384599998,11,4.051397,3.404521,0.71875,9.020935228110172,23,237.31281109169998,19,74.37366530829999,25.107558300000004,24,61.534013709077,32.30447977100224,24
Turkey,Ankara,Istanbul,Llama-2-7b-hf,10,has_competitor,True,3.2778194,6.2646585,1.0,9.094216078574027e-05,-1.1269822,-11.985311,1.7515907999999998,-0.14721799999999874,155.06029265,17,10.860949029999999,10.860949029999999,0.90625,5.259737797341426,27,277.152213105,24,34.692285495,62.899915047,24,80.79430431240793,76.53939306557017,27
Turkey,Ankara,Istanbul,Llama-2-7b-hf,10,has_competitor,False,3.233255,5.8752537,1.0,0.0001046134532900931,-1.0220319,-11.902425,2.5765818,0.36611300000000035,160.77550689999998,11,7.31120193,7.31120193,0.875,6.168868175755247,26,260.35869681099996,24,43.808396888999994,40.714720289999995,24,79.30974704874085,57.74038698030601,27
United Arab Emirates,Abu Dhabi,Dubai,Llama-2-7b-hf,11,has_competitor,True,2.0370674,5.682508,1.0,0.0002271178741766977,-0.44249645,-10.736239,3.57547985,-1.8973490000000002,153.022374929,22,5.1967593,5.1967593,0.84375,7.857999120602795,25,227.1745035741,16,41.9829998959,35.29862980000001,11,65.83087635895242,44.670675356513726,27
United Arab Emirates,Abu Dhabi,Dubai,Llama-2-7b-hf,11,has_competitor,False,1.8460014,5.704047,1.0,0.00030892801977139327,-0.39457846,-10.396131,4.23747454,-1.167128,153.359948437,11,4.3764252,4.3764252,0.8125,8.605385182725694,24,219.16180495330002,16,48.7504006867,24.775718819999998,11,70.84235413517273,40.4190419122315,27
Alabama,Montgomery,Birmingham,Llama-2-7b-hf,12,has_competitor,True,2.8297129,4.017249,1.0,9.629272989889263e-05,-0.9262762,-12.707038,2.3535909999999998,-2.276427,145.17673837,11,2.7561029999999995,2.7561029999999995,0.65625,8.500029438694229,23,252.873228126,20,98.318679074,26.029120299999995,20,104.57477139911717,58.33438498064031,25
Alabama,Montgomery,Birmingham,Llama-2-7b-hf,12,has_competitor,False,3.0434532,4.279722,1.0,9.59048623765225e-05,-1.0422436,-12.605628,2.6775254,-2.2551349999999992,147.86481978,11,3.136766999999999,3.136766999999999,0.625,9.222546826216595,22,250.44836676,20,107.32096724,25.476152400000004,20,110.78148413958222,55.361543470712604,25
Alaska,Juneau,Anchorage,Llama-2-7b-hf,13,has_competitor,True,3.1700807,4.4020853,1.0,9.169264624977077e-05,-1.0510676,-12.564674,1.8612223,-0.11726799999999926,163.74790016,11,4.2403762,4.2403762,0.8125,6.0704923435246085,25,297.89548384,22,15.183442059999999,44.910350699999995,24,58.51980618422734,59.815809126614425,24
Alaska,Juneau,Anchorage,Llama-2-7b-hf,13,has_competitor,False,3.2253337,3.895822,1.0,0.00010576414595452142,-1.0093918,-12.495263,2.0330295,0.011017999999999972,158.96881073999998,11,4.005028999999999,4.005028999999999,0.8125,7.056474567997119,24,295.57817740999997,24,21.750488290000003,41.913542899999996,24,70.42832683421909,65.09598735514172,24
California,Sacramento,Los Angeles,Llama-2-7b-hf,14,has_competitor,True,2.697153,5.347025,1.0,0.00023889154323936931,-0.6649286,-10.999928,3.4029386999999995,-3.7369413000000007,140.67794738999999,11,4.528892000000001,3.7369413000000007,0.625,11.184024509893757,20,227.06931995427,19,83.55248114573,33.07192690000001,20,84.94972401421552,24.563296181409353,20
California,Sacramento,Los Angeles,Llama-2-7b-hf,14,has_competitor,False,2.4607804,4.6362195,1.0,0.0003800836183960471,-0.5970989,-10.800326,4.2117231,-3.0673120000000003,132.4658646893,11,4.484975500000001,3.1586180000000006,0.625,11.152518840320429,20,231.37421799942,19,99.42420020058,29.623032900000005,20,92.56517291262116,21.364890491296162,20
Connecticut,Hartford,Bridgeport,Llama-2-7b-hf,15,has_competitor,True,2.7687352,3.5410295,1.0,4.266029606245467e-05,-0.7082018,-14.941384,2.8828488,-2.4523389999999985,134.578115411,11,4.209282499999999,3.9847470000000005,0.625,10.59794397008368,21,261.5485657401,19,80.51121715989999,31.587909999999997,19,72.53507505242004,47.84028045933669,20
Connecticut,Hartford,Bridgeport,Llama-2-7b-hf,15,has_competitor,False,2.2127614,3.9598477,1.0,4.2083999663328004e-05,-0.45556673,-14.509018,4.17411627,-2.0682519999999993,133.11984854000002,11,4.061998000000001,3.7236329999999995,0.5625,11.099515363471834,20,257.7926277407,19,102.59003135930001,29.773522000000003,20,80.3676175627646,39.76758471292726,20
Delaware,Dover,Wilmington,Llama-2-7b-hf,16,has_competitor,True,3.999867,2.9907465,1.0,0.00012577034335303736,-1.8723705,-12.445222,0.8602342000000001,-0.05167699999999975,144.86939647,11,7.397958,7.397958,0.96875,3.1256941178404225,29,283.67347944000005,23,26.602817059999992,44.611254169999995,29,81.20326934485023,68.88337111358716,29
Delaware,Dover,Wilmington,Llama-2-7b-hf,16,has_competitor,False,3.808505,3.2029846,1.0,0.0002239140170174653,-1.4805019,-11.682492,2.6090251,0.9041890000000006,147.54111573,11,3.9492922000000004,3.9492922000000004,0.875,4.939340600269471,27,265.995207766,23,44.949459534,15.021080799999998,29,94.48197232310724,57.548905923913516,23
Florida,Tallahassee,Jacksonville,Llama-2-7b-hf,17,has_competitor,True,3.2894886,4.8979073,1.0,0.00021372088053002778,-1.1253586,-11.205165,2.5250616,3.7854270000000003,157.629854059,11,7.196223,7.196223,0.90625,4.223712053371191,27,314.2421814651,21,41.841905234900004,44.4892713,28,95.9879776280244,65.24680252952302,28
Florida,Tallahassee,Jacksonville,Llama-2-7b-hf,17,has_competitor,False,3.3305142,5.0572157,1.0,0.00015105740181268882,-1.1146312,-11.558967,2.725892,3.702406999999999,161.80993186199998,11,6.744058,6.744058,0.90625,4.2285997435017935,27,314.01429357333,21,42.58566712667,41.509491,28,97.73228214955536,64.06347762192806,28
Illinois,Springfield,Chicago,Llama-2-7b-hf,18,has_competitor,True,3.3661582,4.969936,1.0,9.374707040404987e-05,-1.4016665,-12.301302,0.6566020000000001,-1.6983610000000002,142.34668657999998,11,8.627322000000001,8.627322000000001,0.8125,9.056546965910012,22,265.88602039299997,21,27.898968207,50.01783094,21,77.65153560226933,73.38649154708982,21
Illinois,Springfield,Chicago,Llama-2-7b-hf,18,has_competitor,False,3.3386643,3.805328,1.0,8.919015340706386e-05,-1.2764791,-13.01887,1.6669980999999998,-1.6228414999999998,136.27808938,11,5.935646,5.935646,0.71875,9.586382827009498,22,268.246379878,21,51.210239922,32.8448779,21,95.64282817677856,63.95336071941104,21
Kansas,Topeka,Wichita,Llama-2-7b-hf,19,has_competitor,True,3.4693737,4.0022607,1.0,0.00029291154071470416,-1.6651182,-11.281562,0.6347560999999999,-0.2528499999999987,145.88527693999998,11,1.4546540000000014,1.3230210000000007,0.59375,4.813984340564401,27,279.53108192,24,48.24810878,8.084644,20,52.748715915345855,30.70457665605764,23
Kansas,Topeka,Wichita,Llama-2-7b-hf,19,has_competitor,False,3.4272454,4.0241356,1.0,0.0003650967506389193,-1.5839005,-11.148005,0.8064050000000003,0.08387700000000109,145.39453783,11,1.4554324999999988,1.263268,0.5625,4.787166220124702,27,276.405120576,27,51.603360424,6.997823499999997,20,51.708371072457325,25.987237274614344,23
Kentucky,Frankfort,Louisville,Llama-2-7b-hf,20,has_competitor,True,3.1355193,4.418887,1.0,0.0033444816053511705,-1.1453692,-8.809188,1.0134285,2.199873,146.89015621000001,11,3.6486970100000002,3.6486970100000002,0.90625,6.520052163251919,27,223.087953816,19,45.24996058400001,14.8376826,29,59.8984283872968,39.40609821069959,29
Kentucky,Frankfort,Louisville,Llama-2-7b-hf,20,has_competitor,False,2.975266,4.138645,1.0,0.0021645021645021645,-0.94727755,-9.463997,1.7987527500000002,2.4910749999999986,146.64073498,11,1.0507315000000013,0.39355570000000006,0.78125,9.204758986521398,23,215.667447789,19,63.346832711,2.3393722000000015,0,68.80375665451746,32.30766190021166,24
Louisiana,Baton Rouge,New Orleans,Llama-2-7b-hf,21,has_competitor,True,3.3772798,4.2907495,1.0,0.0004701457451810061,-1.2208439,-10.586077,1.0883149,1.2408640000000002,139.047084923,11,2.1491045,1.1948629999999998,0.5,11.114363615446308,20,202.08236199459998,20,104.9044937054,9.9595654,20,95.20448129076044,54.406434623011435,20
Louisiana,Baton Rouge,New Orleans,Llama-2-7b-hf,21,has_competitor,False,3.2509527,4.435008,1.0,0.0005107252298263534,-1.064806,-10.512132,2.1759338,1.7024540000000012,137.34524612299998,11,2.1053229999999994,0.6953449999999997,0.5,11.118102438160953,20,202.07185698560002,20,126.3756352144,9.259293,20,97.10449508135596,41.18195158446182,20
Maine,Augusta,Portland,Llama-2-7b-hf,22,has_competitor,True,2.7362938,4.658202,1.0,7.614986293024673e-05,-0.7061166,-12.8050585,2.0936957,-2.589632999999999,162.3404999,11,10.0083182,10.0083182,0.90625,4.645864571803079,27,299.60337106000003,24,8.45128994,72.71999815000001,24,64.4025341508974,57.73039565366639,24
Maine,Augusta,Portland,Llama-2-7b-hf,22,has_competitor,False,2.1029277,4.080129,1.0,8.443093549476529e-05,-0.44540116,-12.790643,2.95499044,-1.741918,152.75455574,11,7.948028000000001,7.948028000000001,0.8125,7.044534627386843,24,285.78150409,24,21.41890691,53.6257447,24,71.46521168426268,49.0515482026344,24
Maryland,Annapolis,Baltimore,Llama-2-7b-hf,23,has_competitor,True,2.9281912,4.247989,1.0,4.874006921089828e-05,-1.0012226,-14.01265,1.3447723999999999,-2.1755520000000015,140.407710236,11,8.9444081,8.9444081,0.84375,6.986967618314556,25,286.3809524506,25,27.7193126494,87.65918447600001,25,76.38964475436522,59.79835849267466,25
Maryland,Annapolis,Baltimore,Llama-2-7b-hf,23,has_competitor,False,2.9062476,4.2577963,1.0,5.05663430420712e-05,-0.88787246,-13.983172,2.0739660399999997,-2.2193939999999994,143.967429145,17,7.697756,7.697756,0.84375,7.01787351801848,25,277.4498516746,20,31.8134552254,77.49862143400001,25,77.32351893187108,53.855946437048615,25
Michigan,Lansing,Detroit,Llama-2-7b-hf,24,has_competitor,True,3.0808477,4.1933413,1.0,0.00018800526414739614,-1.0453426,-11.687242,1.4252461,-1.0817169999999994,142.48090455,11,13.0257907,13.0257907,0.875,5.338183883694318,26,291.96728493750004,26,24.1054171625,78.64068499000001,26,97.97276340861534,71.04199110197759,27
Michigan,Lansing,Detroit,Llama-2-7b-hf,24,has_competitor,False,2.9222345,4.014221,1.0,0.0003002101471029721,-0.8534912,-11.290522,2.2617446,-0.46864799999999995,143.85879181399997,11,10.6338164,10.6338164,0.875,5.726039093768199,26,277.4148100407,21,33.326013759300004,55.608868799999996,27,112.16663740776019,61.38565749774167,27
Minnesota,St. Paul,Minneapolis,Llama-2-7b-hf,25,has_competitor,True,3.713108,3.2778287,1.0,8.156606851549755e-05,-1.8798158,-13.454453,1.4889583999999998,-2.2791700000000006,149.29169485,11,11.334037899999998,11.334037899999998,0.96875,2.712343148646352,29,342.984566,27,15.379494599999997,98.67060986999999,29,56.64675586630845,67.33006827282792,29
Minnesota,St. Paul,Minneapolis,Llama-2-7b-hf,25,has_competitor,False,3.8237534,3.8375282,1.0,8.156606851549755e-05,-1.9083489,-13.113794,1.2711201,-2.2092349999999996,150.54479980000002,17,10.85555016,10.85555016,0.96875,2.9688518077557005,29,334.41231034,27,16.10149676,94.20202364999999,29,59.38459919826232,69.54112372443322,29
Montana,Helena,Billings,Llama-2-7b-hf,26,has_competitor,True,3.4754338,4.7359056,1.0,4.503895869927487e-05,-1.2828221,-14.101637,1.8266715999999998,-3.1894910000000003,144.10882252,11,5.263952,5.263952,0.71875,6.611139324521478,23,290.081188471,19,36.983992029,36.03068150000001,19,80.84906105545137,49.533240667292056,23
Montana,Helena,Billings,Llama-2-7b-hf,26,has_competitor,False,3.32169,4.6649246,1.0,4.389430251953297e-05,-1.1233928,-14.178012,2.3054028,-3.1634780000000013,142.99437909,11,5.499122000000002,5.499122000000002,0.71875,7.107784439405912,23,289.932287655,19,41.687380544999996,36.2125555,19,82.37167791377473,46.16539073243671,23
Nebraska,Lincoln,Omaha,Llama-2-7b-hf,27,has_competitor,True,3.6545372,4.338283,1.0,4.180427239663894e-05,-1.6734053,-14.559727,0.7842043999999999,-1.4850270000000005,148.10121898,11,4.772584,4.772584,1.0,8.469884290960332,22,295.18048553,20,82.22264527000002,43.673315099999996,22,88.18909920169988,72.38533720417024,22
Nebraska,Lincoln,Omaha,Llama-2-7b-hf,27,has_competitor,False,3.587906,4.4660025,1.0,4.190763557120107e-05,-1.4242873,-14.457035,1.4390869,-1.177030499999999,145.67232285,11,4.962548000000002,4.962548000000002,1.0,8.527838185457515,22,293.166676016,20,92.963290184,41.523730900000004,22,92.74640899737135,64.79164166141948,22
Nevada,Carson City,Las Vegas,Llama-2-7b-hf,28,has_competitor,True,3.7562544,4.191369,1.0,3.509757124806963e-05,-1.7431868,-15.449214,0.6195193999999999,-3.182105,145.59569168000002,11,14.54369174,14.54369174,0.96875,3.2894599802724294,29,357.08877137,24,4.613831229999998,136.52242388899998,24,76.89806787777667,89.53345779763433,24
Nevada,Carson City,Las Vegas,Llama-2-7b-hf,28,has_competitor,False,3.5805302,4.1452494,1.0,3.4476814342354766e-05,-1.58463,-15.793469,1.5597991999999998,-3.1887410000000003,145.27875332,11,11.1545188,11.1545188,0.90625,4.746569972592592,27,340.50220641,19,9.46239949,105.50019410000002,23,82.7502033121107,72.91587800322928,27
New Hampshire,Concord,Manchester,Llama-2-7b-hf,29,has_competitor,True,3.43195,4.701151,1.0,7.956715467854869e-05,-1.3168336,-12.727914,2.3776843999999997,-2.2491190000000003,154.75791680999998,11,3.7793905,3.7793905,0.875,5.12320932887369,27,284.996814146,19,16.493565854,45.320868899999994,28,78.21767691703486,44.22933946868277,28
New Hampshire,Concord,Manchester,Llama-2-7b-hf,29,has_competitor,False,3.1428466,4.342361,1.0,8.784258608573436e-05,-0.96862864,-12.581792,3.48355606,-1.7433589999999999,146.18187334,11,3.428423499999999,3.428423499999999,0.65625,8.30892964658425,23,267.264898534,19,45.126562166,34.7251745,19,97.85893057651579,40.088977044607056,28
New Jersey,Trenton,Newark,Llama-2-7b-hf,30,has_competitor,True,3.5832238,4.0752573,1.0,6.34719136781974e-05,-1.4237944,-13.218176,0.7704780999999998,-1.3801229999999993,165.21625164,11,7.471366000000001,7.471366000000001,0.78125,7.516581593477667,23,296.909745584,23,13.924690416,76.60515819999999,23,45.96941375054135,53.22488793359591,23
New Jersey,Trenton,Newark,Llama-2-7b-hf,30,has_competitor,False,3.4770002,4.390537,1.0,7.686985932815743e-05,-1.1887159,-12.766716,1.5829630999999997,-0.7783700000000007,162.96820799,11,5.699015000000001,5.699015000000001,0.78125,8.027787837050465,23,286.82516530099997,23,26.412421299000002,65.3159583,23,52.031557226693295,47.030437523183274,23
New Mexico,Santa Fe,Albuquerque,Llama-2-7b-hf,31,has_competitor,True,3.460524,4.3969707,1.0,0.00015693659761456373,-1.4131376,-11.830704,1.2786577,2.4908979999999996,144.51681535,11,2.080115000000001,0.0,0.15625,9.486237181461187,22,248.559313051,19,103.35348294899998,5.889078000000001,26,70.29974086658322,53.130501920323184,22
New Mexico,Santa Fe,Albuquerque,Llama-2-7b-hf,31,has_competitor,False,3.4009686,4.6009784,1.0,0.00015571473061351605,-1.2952489,-11.799218,1.7339763999999998,2.637512000000001,143.044724825,11,2.0853100000000016,0.0,0.15625,9.40617778359095,22,248.4754017717,19,113.3066486283,5.861640500000004,26,75.49777544054014,49.06683656099995,22
New York,Albany,New York,Llama-2-7b-hf,32,has_competitor,True,2.6930766,5.3640814,1.0,6.563833278634722e-05,-1.0365027,-12.783485,0.3306541999999999,-0.748857000000001,138.21050272399998,11,5.5714570000000005,4.423845999999999,1.0,10.584147867860008,20,245.996939259,20,67.408328441,54.086806629999984,20,74.45856731922937,76.61833300647629,20
New York,Albany,New York,Llama-2-7b-hf,32,has_competitor,False,2.6247578,5.2545223,1.0,9.345794392523364e-05,-0.6853073,-12.180823,1.5358829000000003,-0.3409720000000007,141.139265675,11,5.621436699999999,4.856152,0.65625,11.10689619753417,20,239.89002592390003,20,94.6057499761,48.43561159999999,20,79.49779977510835,57.40606024443356,20
North Carolina,Raleigh,Charlotte,Llama-2-7b-hf,33,has_competitor,True,3.424307,4.084948,1.0,0.000177999288002848,-1.4686048,-11.81592,3.8356125000000003,-0.29781299999999966,152.17273652,11,9.0257348,9.0257348,0.84375,4.529490663419384,27,289.85503023200005,27,33.007586368000005,57.97018277,27,100.50559755206069,64.14239450850806,27
North Carolina,Raleigh,Charlotte,Llama-2-7b-hf,33,has_competitor,False,3.524544,4.4030585,1.0,0.0001311131506490101,-1.474376,-12.036889,3.5266949999999997,-0.7325940000000006,154.60516267000003,11,9.8559307,9.8559307,0.90625,4.419047819254548,27,292.316067423,27,30.618419977000002,68.29571654,27,100.4697744970428,67.96494941164077,27
North Dakota,Bismarck,Fargo,Llama-2-7b-hf,34,has_competitor,True,3.6055393,5.066851,1.0,0.000749063670411985,-1.430047,-9.911547,1.3216563,3.526795999999999,157.2600668,11,0.46362200000000087,0.0,0.15625,5.232365219109655,26,261.260038665,3,82.88893853500001,0.46362200000000087,26,59.628100418629536,22.778199498006515,26
North Dakota,Bismarck,Fargo,Llama-2-7b-hf,34,has_competitor,False,3.652134,4.7071443,1.0,0.0005837711617046118,-1.5005562,-10.269667,1.6529875000000003,3.5778060000000007,151.88612094,11,0.4488450000000004,0.0,0.15625,4.699298440509494,27,267.89306853999994,13,88.88931046,0.4488450000000004,26,63.535621640339436,21.76982936174077,26
Oregon,Salem,Portland,Llama-2-7b-hf,35,has_competitor,True,3.5336044,4.6738553,1.0,0.0004514672686230248,-1.4303161,-10.569908,1.01943,-0.089834999999999,155.83361892,11,14.1215145,14.1215145,0.9375,3.580426713872271,28,303.861082883,27,17.804053617,88.10817759999999,27,92.0755511506189,70.0203662665439,27
Oregon,Salem,Portland,Llama-2-7b-hf,35,has_competitor,False,3.303946,4.268588,1.0,0.0006680026720106881,-1.0940111,-10.398282,2.2794389,0.5645399999999992,156.47031330000002,11,10.7164167,10.7164167,0.90625,4.25407940323621,27,279.11368031999996,27,28.58575418,55.55794079999999,27,106.10772422412882,60.860731069836056,27
Pennsylvania,Harrisburg,Philadelphia,Llama-2-7b-hf,36,has_competitor,True,3.3358014,4.040352,1.0,0.00015377518068583732,-1.1406976,-11.911433,1.5173167,-1.7800250000000002,141.37111945,11,3.3422333,3.3422333,0.71875,10.249426308607237,21,215.044535086,20,51.177259314000004,14.822683900000003,21,76.00871898500525,42.35317267580771,21
Pennsylvania,Harrisburg,Philadelphia,Llama-2-7b-hf,36,has_competitor,False,3.5063334,3.8039813,1.0,0.00016493485073396007,-1.2851448,-12.147457,1.7010249999999998,-1.6058819999999994,145.68092007,11,3.0431529999999993,3.0431529999999993,0.71875,10.279287590163,21,218.660234915,20,46.11295178500001,14.277248899999993,21,76.18722223912202,42.973684120575285,21
South Dakota,Pierre,Sioux Falls,Llama-2-7b-hf,37,has_competitor,True,3.0946684,4.4351892,1.0,5.38184166621818e-05,-0.85077804,-13.62647,2.32249746,-2.1353859999999987,136.32157371,11,5.072953,5.072953,0.65625,11.085217877702295,20,248.243343585,20,52.47504881500001,30.9167025,20,53.14502218398477,40.805230998472766,20
South Dakota,Pierre,Sioux Falls,Llama-2-7b-hf,37,has_competitor,False,2.909927,4.1016407,1.0,5.56947925368978e-05,-0.7248403,-13.634842,2.9486903,-1.8712420000000005,135.11433608,11,5.360167000000001,5.360167000000001,0.5625,11.051206334407052,20,255.09523784799998,20,66.310534152,32.229385,20,62.32070318114619,39.09068320829589,20
Texas,Austin,Houston,Llama-2-7b-hf,38,has_competitor,True,3.1072233,4.917908,1.0,0.0001743679163034002,-0.9781902,-11.45208,3.3848088,1.17333,137.073180853,11,0.8526180000000014,0.8526180000000014,0.46875,11.381881076199079,20,206.1823622016,19,98.70465019840002,5.7047740000000005,20,71.09898972018702,25.112247756495737,20
Texas,Austin,Houston,Llama-2-7b-hf,38,has_competitor,False,3.105685,5.003641,1.0,0.0001794043774668102,-0.9022957,-11.362947,3.5635346000000006,1.2253880000000006,134.4672637916,11,0.9058510000000002,0.9058510000000002,0.65625,11.364770179541283,20,206.28929527005,19,102.42638132994998,5.791862500000001,20,74.2855463717504,24.9459802935816,20
Vermont,Montpelier,Burlington,Llama-2-7b-hf,39,has_competitor,True,3.4131773,5.1504965,1.0,8.345852111500584e-05,-1.3072213,-12.443665,0.9799949000000001,1.1550770000000004,158.46302062,11,1.8691960000000005,1.8691960000000005,0.40625,8.758004764002127,24,242.113169466,20,69.89717773400001,2.476847000000001,25,80.76592428942119,46.22149969916272,25
Vermont,Montpelier,Burlington,Llama-2-7b-hf,39,has_competitor,False,3.4922936,5.193503,1.0,0.00010637166258908626,-1.3362901,-12.055124,1.3520774999999998,1.3648875,152.20403306999998,11,1.7817539999999994,1.7817539999999994,0.40625,11.008807658856217,20,235.00252665,20,95.45257685,2.144767999999999,20,93.95002799184594,47.48488292482575,25
Virginia,Richmond,Virginia Beach,Llama-2-7b-hf,40,has_competitor,True,3.5627675,3.848527,1.0,0.00015489467162329616,-1.411141,-11.953451,2.568137,-0.20730199999999854,150.3793891,11,4.445429599999999,4.445429599999999,0.8125,7.863179231067292,30,233.49427174,20,28.847046810000002,21.071845759999995,24,35.05429828175516,23.239065381963744,22
Virginia,Richmond,Virginia Beach,Llama-2-7b-hf,40,has_competitor,False,3.3265722,3.6503448,1.0,0.00014819205690574984,-1.1012801,-11.988724,3.7021008999999996,-0.4440749999999998,148.87944453,11,3.1940909999999993,3.1940909999999993,0.75,9.20594605734766,22,230.29121057999998,20,39.82332172,13.5162788,10,39.623076487787536,16.468503595700568,22
Washington,Olympia,Seattle,Llama-2-7b-hf,41,has_competitor,True,3.0056088,6.0807524,1.0,0.00012706480304955527,-0.86327213,-11.488447,2.13002587,-2.025059500000001,146.478489858,11,5.700594000000001,5.700594000000001,0.75,9.510315839005973,22,257.9178564794,20,37.13213822059999,64.00395010000001,25,62.925863948164334,51.99150443381395,25
Washington,Olympia,Seattle,Llama-2-7b-hf,41,has_competitor,False,2.9241042,5.783992,1.0,0.00013042911177774878,-0.8068695,-11.569378,2.931716,-1.726439000000001,143.695755872,11,4.548030000000001,4.548030000000001,0.71875,9.664482618933972,22,257.7486253482,20,45.2500393518,56.09728849999998,25,67.56276294113819,47.227634658977216,25
Wisconsin,Madison,Milwaukee,Llama-2-7b-hf,42,has_competitor,True,3.6783485,4.4487696,1.0,0.0002144082332761578,-1.7212496,-11.431619,1.0390358,-1.8397109999999994,148.36655653999998,11,1.898051399999999,1.898051399999999,0.6875,9.64642631139263,22,226.73423358,19,49.33823992000001,10.6951474,25,55.32945321850462,50.229291381810114,25
Wisconsin,Madison,Milwaukee,Llama-2-7b-hf,42,has_competitor,False,3.5455031,4.394925,1.0,0.00031635558367605187,-1.438207,-11.0191555,1.8863374000000002,-1.2869665000000001,144.18137803,11,1.2869665000000001,1.2869665000000001,0.6875,10.133641761312637,21,224.97649583,20,67.30213147,4.939421999999997,20,65.2503618730266,44.15848130188243,25
Austria,Vienna,Graz,Llama-2-7b-hf,43,no_competitor,True,3.0277815,5.0889106,1.0,0.00014803849000740192,-0.87921643,-11.621536,2.84757997,0.5805489999999995,148.02361006,11,2.1558279999999996,2.1558279999999996,0.5,12.228685131619601,19,210.776598648,16,105.940912352,2.9691975,16,113.7326149859784,54.574705915691176,20
Austria,Vienna,Graz,Llama-2-7b-hf,43,no_competitor,False,2.4035044,5.4540977,1.0,0.00020721094073767094,-0.5584396,-11.005257,4.6678287,1.1668345000000002,143.081953016,11,2.2937090000000016,2.2937090000000016,0.46875,11.63570603907896,20,204.3414492095,16,147.24695889050003,2.8523320000000023,16,121.18081936269101,39.10632978589782,20
Egypt,Cairo,Alexandria,Llama-2-7b-hf,44,no_competitor,True,2.808515,6.022605,1.0,5.171165580721895e-05,-0.6948001,-13.127946,3.2560100999999997,0.6217649999999999,158.33658828400002,11,8.5389764,8.5389764,0.90625,5.107688018803579,27,313.06888494099996,24,21.484222159,65.60360042999999,27,67.84363251096761,60.327972387704534,27
Egypt,Cairo,Alexandria,Llama-2-7b-hf,44,no_competitor,False,2.2621963,6.3423715,1.0,0.00013464386697185942,-0.47927392,-11.328796,4.14170158,2.245146,155.82652059499998,11,5.910607499999999,5.910607499999999,0.875,5.757188825846559,26,290.105217483,24,32.071030417,42.34242774,27,74.81911574719594,54.12630822856181,27
