entity,correct,incorrect,model,item_id,condition,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
Illinois,Springfield,Chicago,Llama-2-7b-hf,18,has_competitor,4.424417,6.228941,0.125,0.00015885623510722796,-3.4416,-11.725101,-0.9821574000000002,-1.1155489999999997,161.8367034,15,8.0362035,8.0362035,1.0,1.3895260264634424,24,281.668273,18,5.845502400000001,42.91829459999999,20,63.956605647424745,80.91140673896426,21
Kansas,Topeka,Wichita,Llama-2-7b-hf,19,has_competitor,4.5111437,6.7805157,0.5,0.008547008547008548,-2.4576907,-6.9234495,3.5736646999999997,-0.8097409999999998,162.46217856,15,2.9475680000000004,2.9475680000000004,0.65625,7.209988680613075,24,202.03168508,21,42.011117320000004,34.4177902,20,69.07160842207773,29.3589606299713,28
Kentucky,Frankfort,Louisville,Llama-2-7b-hf,20,has_competitor,4.192936,6.0770082,0.5,0.003278688524590164,-2.3104377,-7.9632716,0.3786076999999999,3.2560694000000003,159.07893700000002,15,5.3692496,5.3692496,0.96875,3.087583978680297,29,234.09149680000002,5,35.39191450000001,28.76141617,29,58.21797837747947,44.77002676327259,29
Louisiana,Baton Rouge,New Orleans,Llama-2-7b-hf,21,has_competitor,4.293219,6.516265,1.0,0.000395882818685669,-1.6675602,-10.184925,0.9201888,-5.422402,162.8467101,15,7.950127599999999,7.950127599999999,1.0,3.283968436617379,30,234.0568819,19,0.9201888,111.48167404,30,48.996278269026774,78.39418241843475,20
Maine,Augusta,Portland,Llama-2-7b-hf,22,has_competitor,4.333641,6.214781,1.0,0.0016666666666666668,-1.8279357,-8.617942,1.6161432999999998,-1.230621499999999,161.0444174,15,3.3024955,3.3024955,0.96875,1.7530034014228915,30,240.1076897,1,6.956550900000001,41.54346960000001,29,41.294139878142595,46.59371624111221,29
Maryland,Annapolis,Baltimore,Llama-2-7b-hf,23,has_competitor,4.4029646,6.3515644,0.06666666666666667,0.0005858230814294083,-4.27966,-9.716724,-1.8489441999999996,0.16295700000000046,160.96641540000002,15,6.5812095,6.5812095,1.0,1.3593586623766218,29,266.4519385,20,10.260010000000005,55.13453714999999,20,54.02402990229796,71.85100999546125,26
Michigan,Lansing,Detroit,Llama-2-7b-hf,24,has_competitor,4.3286414,6.066107,0.5,0.02127659574468085,-2.1482205,-6.205191,1.2656780000000003,3.6242810000000008,156.05861730000004,15,5.964181700000001,5.964181700000001,0.8125,5.4443900461594685,26,186.88085091,26,86.47424319,25.600266600000005,26,119.18360839086277,81.02842034103736,26
Minnesota,St. Paul,Minneapolis,Llama-2-7b-hf,25,has_competitor,4.5338135,6.1131153,0.25,0.001488095238095238,-2.8649569,-8.722487,1.6659277999999995,0.6752990000000008,160.5062657,21,7.76070523,7.76070523,0.90625,2.8201799461280204,29,225.57536564,18,65.98073786000002,38.975174079999995,3,92.79637391769361,67.55716564999511,27
Montana,Helena,Billings,Llama-2-7b-hf,26,has_competitor,4.612851,6.9726105,0.5,0.00026295030239284776,-2.1800947,-10.644739,3.1797102999999995,-5.1925605,146.78773464,16,7.102034999999999,7.102034999999999,0.65625,4.776883888442661,26,270.5254503,21,35.927905499999994,62.735071700000006,17,49.76867477538841,30.193792297605203,20
Nebraska,Lincoln,Omaha,Llama-2-7b-hf,27,has_competitor,3.7318845,6.657173,1.0,0.0002168256721595837,-1.0728775,-11.029533,3.3180855000000005,-3.651071000000001,166.4845451,15,6.313336399999999,4.291783000000001,0.625,6.364152317527909,22,256.0700468,18,23.503850900000003,68.04653230000001,18,62.6097739797868,53.207020282437995,18
Nevada,Carson City,Las Vegas,Llama-2-7b-hf,28,has_competitor,4.0269213,6.9840837,1.0,0.00037064492216456633,-1.4365265,-10.128941,2.1084756999999996,-1.5590510000000002,155.0781466,16,12.01913262,12.01913262,0.90625,3.1808346552100515,30,292.89118929999995,24,11.9042234,111.95646792000001,24,77.32841956985254,100.93521325479446,24
New Hampshire,Concord,Manchester,Llama-2-7b-hf,29,has_competitor,4.3056917,6.7968054,0.5,0.005076142131979695,-2.0562167,-7.393477,3.5251351000000004,2.2134930000000006,156.68515109999998,15,1.6003919999999994,1.047448000000001,0.6875,3.484331219982817,28,221.2862925,22,86.90994349999998,4.102307,6,78.13803937202889,27.441561722712002,28
New Jersey,Trenton,Newark,Llama-2-7b-hf,30,has_competitor,4.414251,6.848015,1.0,0.0011682242990654205,-1.9420209,-8.798529,2.0300636,-3.933414,155.6868681,15,8.2890763,8.2890763,0.875,5.449947994422369,27,243.21189437,21,9.00506583,124.30249119999999,20,54.15848947581573,64.06480465760026,25
New Mexico,Santa Fe,Albuquerque,Llama-2-7b-hf,31,has_competitor,4.239748,6.6784253,1.0,0.000198294665873488,-1.6998345,-11.184448,2.3924805000000005,-4.445556,165.083308,15,7.827305699999999,7.3660672,0.84375,5.695990560397139,26,273.81176034,18,11.99900406,86.93686929999998,15,55.50607949169893,52.905289055193464,26
New York,Albany,New York,Llama-2-7b-hf,32,has_competitor,4.7332954,4.598847,1.0,0.00012786088735455825,-1.9649129,-12.66805,1.4735764999999998,-7.229720299999999,156.4182662,13,8.273919,8.273919,1.0,5.774460132675504,20,253.69929192,20,4.6155634800000005,140.27926601000001,20,47.216123261465,81.43768562762844,20
North Carolina,Raleigh,Charlotte,Llama-2-7b-hf,33,has_competitor,4.3207264,6.1637983,1.0,0.0125,-1.9636183,-6.7355537,3.7544896999999997,1.8574673000000006,156.1576322,27,7.590130200000001,7.590130200000001,0.8125,6.3839106190138715,25,198.224592,21,68.43684629999998,37.8768411,27,119.1550257890487,72.96674362277767,27
North Dakota,Bismarck,Fargo,Llama-2-7b-hf,34,has_competitor,4.285025,6.9332914,0.5,0.0625,-1.8733407,-5.0509844,2.6941403,2.1980629,151.4619021,16,0.0,0.0,0.03125,6.329128985522874,26,162.61641217,21,68.86086523,0.0,26,56.48684725647983,14.424267892068329,26
Oregon,Salem,Portland,Llama-2-7b-hf,35,has_competitor,4.5053463,6.598423,0.5,0.04,-2.4276626,-5.683756,1.5653172,1.618741,156.6022511,27,7.956843099999999,7.956843099999999,0.875,4.410242543016065,27,201.619330275,27,36.290973824999995,34.6944201,27,93.8988367668194,74.79252571271928,27
Pennsylvania,Harrisburg,Philadelphia,Llama-2-7b-hf,36,has_competitor,4.219843,6.390155,0.25,0.0028735632183908046,-2.7206297,-8.008774,-1.0355999999999999,1.7805349999999986,167.49962820000002,15,3.931152300000001,3.931152300000001,1.0,2.1876319577954533,20,225.1033577,20,20.9784272,22.1302667,20,40.73013311159333,49.70784191085596,22
South Dakota,Pierre,Sioux Falls,Llama-2-7b-hf,37,has_competitor,4.19321,6.896806,0.5,0.0014245014245014246,-1.9588501,-8.572918,2.6439379,2.2502460000000006,145.00063653,16,2.8451030000000017,1.055752,0.5,9.607236130952604,21,224.01346116,20,73.19990003999999,10.25056,7,57.610310805473944,38.84659357050826,25
Texas,Austin,Houston,Llama-2-7b-hf,38,has_competitor,4.269532,5.3903217,0.3333333333333333,0.0006480881399870382,-2.1993024,-9.897889,2.2920496,-0.7134,153.6444931,13,0.7818185,0.7818185,0.65625,7.682755989907962,19,198.66216872,18,51.96623848,3.8718166999999983,20,55.97167585363931,21.192393934906356,20
Vermont,Montpelier,Burlington,Llama-2-7b-hf,39,has_competitor,4.5843925,6.7067165,0.5,0.00019319938176197836,-2.4446888,-11.226463,0.9566087999999997,-3.497129600000001,162.659937,15,4.1930984,4.1930984,0.84375,1.6547125890171475,30,262.442191,1,21.814358300000002,32.60744820000001,23,55.04659863747746,52.007947078456404,19
Virginia,Richmond,Virginia Beach,Llama-2-7b-hf,40,has_competitor,4.049011,6.531919,1.0,0.00030395136778115504,-1.294416,-10.539506,4.873798,-3.200815199999999,160.4573361,15,4.0817695,3.6216425999999995,0.71875,3.772381722307605,30,256.61152990000005,30,28.2449036,45.64615570000001,20,41.05016214023776,36.362461185261864,22
Washington,Olympia,Seattle,Llama-2-7b-hf,41,has_competitor,4.416489,5.5640745,0.08333333333333333,0.0002081165452653486,-4.151371,-11.412148,-1.8457003000000003,-4.911575,146.84714886,16,6.0500013,6.0500013,1.0,0.651941678606454,20,308.66137430000003,21,1.7650189999999988,103.1897952,20,42.246664723634986,68.1895912923403,22
Wisconsin,Madison,Milwaukee,Llama-2-7b-hf,42,has_competitor,4.611065,6.4348116,0.2,0.004608294930875576,-2.7058506,-7.5590105,1.5742493999999998,0.884787499999999,164.2423068,15,0.72112,0.72112,0.6875,7.369939131697621,27,183.6285059,1,52.0924475,2.2529104,11,66.64012554281634,30.49997996402387,22
Austria,Vienna,Graz,Llama-2-7b-hf,43,no_competitor,4.018828,5.130304,0.3333333333333333,9.75800156128025e-05,-1.991452,-13.218703,7.664097000000001,0.8885360000000002,163.66335709999998,13,1.4627765000000004,1.4627765000000004,0.34375,6.824326874370424,25,237.2112911,18,141.1956639,1.9813015000000025,18,128.01121397084586,27.442683735039644,25
Egypt,Cairo,Alexandria,Llama-2-7b-hf,44,no_competitor,4.3153634,6.417382,1.0,0.004901960784313725,-1.5540481,-7.4568214,4.5827703,5.5454886,168.80492033000002,23,2.6256399999999998,2.6256399999999998,0.78125,6.277443754242799,24,202.07988122,24,109.34709948,6.725681999999998,24,116.66274721877525,51.178680101378234,28
France,Paris,Marseille,Llama-2-7b-hf,45,no_competitor,4.224594,4.3236394,0.3333333333333333,0.009900990099009901,-2.297544,-7.373248,7.311747,8.259496,161.10436570000002,13,0.0,0.0,0.03125,6.837378460179439,19,182.3427064,18,249.46981309999995,0.0,8,131.7331023169588,3.688756076295788,20
Germany,Berlin,Hamburg,Llama-2-7b-hf,46,no_competitor,3.699679,4.7695665,1.0,0.00027831895352073476,-1.0662798,-11.2442255,6.2632819,0.4359394999999999,161.2870533,13,0.0,0.0,0.03125,4.853008172874926,30,221.4817387,3,119.8202645,0.0,8,91.34283102363258,7.989695295799705,25
Italy,Rome,Milan,Llama-2-7b-hf,47,no_competitor,4.2800345,5.6784687,0.3333333333333333,0.00641025641025641,-2.2292693,-7.4391627,3.5751147,3.6681703000000008,163.70249909999998,23,1.368475,0.0,0.0625,7.42938930148373,21,167.89558451,18,112.25317089,1.368475,0,75.30096013148616,3.505217087742972,19
Japan,Tokyo,Yokohama,Llama-2-7b-hf,48,no_competitor,3.849967,5.2183757,1.0,0.005025125628140704,-1.2729025,-7.73553,7.3930155,-0.7432995999999994,149.9455882,13,5.827938,4.56988,0.53125,12.435570904915796,18,181.099249835,13,115.93906906500001,43.42371200000001,13,147.96047253187595,51.65241029931906,23
Korea,Seoul,Busan,Llama-2-7b-hf,49,no_competitor,4.3025723,5.608312,0.3333333333333333,0.022727272727272728,-2.1834552,-6.223328,6.1517068,2.606546999999999,160.86350155,23,0.0,0.0,0.03125,8.606408292379639,23,150.88485873000002,18,147.25854786999997,0.0,16,111.04324266349624,10.37216644786473,27
Russia,Moscow,Saint Petersburg,Llama-2-7b-hf,50,no_competitor,3.9996297,5.019047,1.0,0.0017301038062283738,-1.709238,-8.889203,5.1017495,2.0863329999999998,173.7048289,13,2.7664679999999997,1.5452910000000006,0.3125,7.525831378089166,30,217.66602797,18,87.23868042999999,12.436891000000005,8,80.46324404158877,28.174551578992098,19
Spain,Madrid,Barcelona,Llama-2-7b-hf,51,no_competitor,4.191418,5.02423,0.3333333333333333,0.00041562759767248546,-2.2357888,-10.552352,2.8005552,0.6897909999999996,164.30536270000002,13,0.3595740000000003,0.0,0.25,4.681845765750683,23,231.40008994000002,18,67.25738996,0.4416460000000004,8,60.25173046676912,10.1272051289562,19
Sweden,Stockholm,Gothenburg,Llama-2-7b-hf,52,no_competitor,4.0286593,4.935215,1.0,0.000333555703802535,-1.7735795,-10.871699,4.5123969,2.720409,151.35057551,19,0.11486000000000018,0.0,0.28125,10.036141390421626,18,224.808592767,18,128.98396913300004,0.11486000000000018,19,77.35742355585806,6.916707845180024,19
United Kingdom,London,Birmingham,Llama-2-7b-hf,53,no_competitor,3.9871626,5.643567,1.0,0.058823529411764705,-1.6038352,-5.3037157,8.787454799999999,0.5234098000000005,157.0078537,13,4.177199999999999,4.177199999999999,0.46875,10.42186329826535,30,149.72123864,13,103.69623146,30.3748129,13,125.71050003416555,32.392500071295935,19
Arizona,Phoenix,Tucson,Llama-2-7b-hf,54,no_competitor,3.9584785,6.2103734,1.0,0.0005656108597285068,-1.2319938,-9.803335,4.9987448,-2.4450315000000007,154.8710838,19,7.018584000000001,7.018584000000001,0.5625,11.114864561496786,30,221.19140416000002,18,76.77524094,73.0422608,18,104.47468485648987,51.1390025524279,20
Colorado,Denver,Colorado Springs,Llama-2-7b-hf,55,no_competitor,4.3124657,6.22589,1.0,0.034482758620689655,-1.6650617,-5.8653374,2.2437617999999997,4.0361116,151.07475895,15,3.0711036,2.0611385999999996,0.34375,13.396968936766804,18,151.54132762,16,72.09230178,11.391441799999999,9,68.43099752457694,27.687906828024275,21
Georgia,Atlanta,Augusta,Llama-2-7b-hf,56,no_competitor,4.1982846,6.6238985,0.04,0.0007042253521126761,-5.245288,-9.422917,6.442487,-1.0210500000000007,164.1760936,16,2.7849554999999997,2.7849554999999997,0.53125,4.637839486944582,19,226.72991266,16,102.81645334,27.422193500000006,16,109.23702847023443,25.3658563864601,19
Hawaii,Honolulu,Hilo,Llama-2-7b-hf,57,no_competitor,4.219445,6.175378,1.0,0.0026455026455026454,-1.7693223,-8.209744,5.1758862,-2.925253400000001,158.68675819999999,20,4.5702110000000005,4.5702110000000005,0.59375,11.336659971700211,20,184.3996141,20,68.485152,46.77924940000001,20,88.87662740198053,43.268918326828164,20
Idaho,Boise,Meridian,Llama-2-7b-hf,58,no_competitor,3.6866841,6.8971596,1.0,0.00129366106080207,-1.174157,-8.668283,7.524933,0.8980789999999992,159.79553140000002,16,0.13860000000000028,0.13860000000000028,0.34375,6.890508607605728,24,218.2471614,21,108.1969281,0.13860000000000028,21,91.98972081111056,9.947178532317738,24
Massachusetts,Boston,Worcester,Llama-2-7b-hf,59,no_competitor,3.8868628,5.6721163,1.0,0.0006199628022318661,-1.2998736,-9.841074,7.583103900000001,5.0101119999999995,159.9932301,19,0.30779700000000076,0.0,0.0625,8.119335559333802,18,206.91696433,16,183.66755167000002,0.30779700000000076,9,103.88602129847791,14.587232222170977,19
Ohio,Columbus,Cleveland,Llama-2-7b-hf,60,no_competitor,3.3962345,6.641988,1.0,9.320533134495293e-05,-0.890443,-12.727501,4.1236633,-1.7338889999999996,150.3603305,15,2.626638,1.8611120000000003,0.5625,10.071964373011552,30,240.95063445,19,72.55208825,22.5698685,20,63.49407921978304,10.437127638355664,20
Rhode Island,Providence,Warwick,Llama-2-7b-hf,61,no_competitor,4.216622,6.8073206,0.5,0.00010978153474585575,-1.9935125,-12.2983265,5.478778,-2.3319525,172.1232984,15,4.339672,4.339672,0.625,4.154967336327432,22,282.0836046,22,63.10252609999999,34.217061,15,62.98858306856011,24.534952678666865,22
Tennessee,Nashville,Memphis,Llama-2-7b-hf,62,no_competitor,4.0011177,5.84019,0.5,0.00032071840923669016,-1.8976781,-10.6694,6.8563369000000005,-2.499580999999999,161.13327040000001,15,5.057185,3.0730173999999995,0.5625,6.557752010050426,19,221.09454002,19,68.60946678,40.772889199999995,19,100.7828348643386,41.38933620623088,19
Australia,Canberra,Sydney,gpt2-xl,1,has_competitor,5.1169734,6.52026,1.0,0.0013440860215053765,-1.8109865,-8.849013,1.1643639,-2.748189599999999,289.9574788,0,3.943734000000001,3.943734000000001,0.6458333333333334,16.57876702338809,30,364.70925451999994,28,19.693877680000003,64.5679691,28,54.35947924055393,43.10197752586221,28
Brazil,Brasilia,Rio de Janeiro,gpt2-xl,2,has_competitor,5.3357306,6.48517,0.5,0.0007621951219512195,-2.4299703,-9.556739,1.0846491,-4.794135000000001,285.91708470000003,0,4.794135000000001,4.794135000000001,0.9166666666666666,10.63115819528127,33,350.4465828,28,8.5319434,77.83352659999998,27,67.65713135760774,72.32985526137792,27
Canada,Ottawa,Toronto,gpt2-xl,3,has_competitor,5.393,6.4736376,1.0,0.003676470588235294,-1.9646155,-7.8419714,2.0295303999999996,-0.4263229000000006,293.4002272,0,1.1873380000000004,0.8659730000000003,0.6458333333333334,16.737952593715786,30,314.7942713,20,19.381668199999993,16.898498,29,46.759828624697256,28.72543065590143,29
India,New Delhi,Mumbai,gpt2-xl,4,has_competitor,5.495394,6.3961368,1.0,0.016129032258064516,-2.286686,-6.2442884,1.399302,0.23761229999999944,306.9746709,0,2.3251710999999995,2.3251710999999995,0.9375,5.816663193466814,45,270.6730803,0,35.50532579999999,19.5871867,0,65.44544227028196,115.57380575300135,41
Morrocco,Rabat,Marrakesh,gpt2-xl,5,has_competitor,5.044142,6.4189134,0.09090909090909091,0.02564102564102564,-4.5977817,-6.0782194,1.8818113000000007,0.6660326000000003,314.5877375,0,3.9089740000000006,2.640447700000001,0.4166666666666667,2.9398100818216304,34,351.5385129,11,37.27301309999999,50.7658344,1,73.73425906046637,28.73686813047553,34
New Zealand,Wellington,Auckland,gpt2-xl,6,has_competitor,5.3140187,6.32524,1.0,0.0031746031746031746,-2.391501,-8.041768,0.2930526000000002,0.7065080000000012,285.0509416,0,1.7385682999999998,1.7385682999999998,0.9791666666666666,6.7683779497417484,45,345.85861420000003,28,13.0153025,22.93083779,43,33.06545791638557,51.77201205506549,4
Pakistan,Islamabad,Karachi,gpt2-xl,7,has_competitor,4.43892,6.594942,1.0,0.000552791597567717,-1.4170241,-9.894461,1.3495417,-0.47409949999999945,272.1393958,0,1.131411,1.131411,0.5208333333333334,17.67812079167056,30,315.29357742,28,31.099761079999997,17.053658000000006,20,52.30891005294625,15.273100110574823,26
South Africa,Pretoria,Johannesburg,gpt2-xl,8,has_competitor,5.2437124,6.261267,0.125,0.00023153507756425097,-4.216598,-11.1803055,-0.8711986000000005,-1.1200684999999986,303.5913305,0,2.986159799999999,2.986159799999999,1.0,1.4693271646019241,38,471.7792504,28,0.0,80.66636870000005,16,37.08989534933837,99.93143607134519,19
Switzerland,Bern,Zurich,gpt2-xl,9,has_competitor,5.064661,6.2466416,0.3333333333333333,0.000945179584120983,-2.5141397,-9.367382,0.49990829999999997,0.4935810000000007,285.2458193,0,1.9920635,1.9920635,0.9583333333333334,7.164051956735125,44,365.44675479999995,32,46.280811200000024,16.144919499999997,0,35.73447394323967,88.30853247541941,26
Turkey,Ankara,Istanbul,gpt2-xl,10,has_competitor,4.498534,6.6196184,0.5,0.0036101083032490976,-1.8002902,-7.80859,-0.11375520000000017,-1.2238292999999993,271.0158944,0,1.2909820999999997,1.2909820999999997,1.0,15.77897551785802,32,266.14728974999997,32,9.74370315,12.4665035,32,39.577132229299224,37.61493394054458,32
United Arab Emirates,Abu Dhabi,Dubai,gpt2-xl,11,has_competitor,4.1255827,6.39721,1.0,0.010752688172043012,-1.2744821,-6.844555,1.6610977000000002,-0.059603999999999324,237.12572663,0,2.53328117,2.53328117,0.9375,11.531488189874846,43,275.79431339,27,10.868406210000002,27.5867163,0,39.32591229304765,81.73278901006356,37
Alabama,Montgomery,Birmingham,gpt2-xl,12,has_competitor,5.1745434,6.4653053,0.16666666666666666,0.0011299435028248588,-3.6345768,-9.089979,-1.2661742999999999,-0.42677600000000027,277.0930522,0,3.0429214000000004,3.0429214000000004,1.0,2.338505650028834,33,355.58851630000004,27,3.3992649999999998,76.67689405000002,21,27.89941483403384,94.25654920842373,8
Alaska,Juneau,Anchorage,gpt2-xl,13,has_competitor,5.6003866,6.5549326,0.2,0.0009182736455463728,-3.5315063,-9.308328,-0.9796596000000002,-0.9758800000000001,237.53111585,0,14.30677488,14.30677488,1.0,0.5824396465485532,46,467.12323499999997,38,54.782517000000006,192.884413901,0,62.56353083692228,253.46751283250381,38
California,Sacramento,Los Angeles,gpt2-xl,14,has_competitor,5.431168,6.107733,0.0625,0.0002473410833539451,-4.6874228,-11.19343,-0.6648388000000001,-3.2408943999999993,314.38024699999994,0,3.4101881999999986,3.4101881999999986,1.0,1.3584125104786924,34,410.3773683,28,0.0,81.84090969999998,28,26.509210698067026,44.57728914073857,28
Connecticut,Hartford,Bridgeport,gpt2-xl,15,has_competitor,5.5574965,6.176882,0.125,0.00014251104460595695,-4.003594,-11.99968,2.2467646000000006,0.6577169999999999,292.95927500000005,0,0.7962430000000005,0.5009440000000005,0.3958333333333333,6.071523003671984,38,410.8212221,28,97.81917750000002,4.467525999999998,25,145.16528447706108,24.28905515181237,28
Delaware,Dover,Wilmington,gpt2-xl,16,has_competitor,4.8195477,6.0215693,0.03571428571428571,0.0005488474204171241,-5.5204306,-10.189055,-1.584028,1.3165700000000005,280.40898389999995,0,1.6129998000000003,1.6129998000000003,1.0,1.5557669331056954,32,403.3078358,32,31.98271399999999,39.7472679,17,25.27867095201513,65.36545749846451,11
Florida,Tallahassee,Jacksonville,gpt2-xl,17,has_competitor,5.457525,6.187936,0.14285714285714285,0.0020242914979757085,-3.6710196,-8.586653,0.8472574000000002,0.08358899999999991,286.5236251,0,2.29398,2.29398,0.875,2.274679635866042,32,350.6995408,14,24.743356200000008,15.887725199999998,33,56.47048974847138,82.63564244588669,14
Illinois,Springfield,Chicago,gpt2-xl,18,has_competitor,5.1888304,6.2026496,0.25,0.005050505050505051,-3.0408697,-7.5278835,-0.4217563000000002,0.3245211000000001,284.3799475,0,2.55948584,2.55948584,1.0,5.574730079817265,38,304.27273119999995,25,2.784072400000003,49.09764451,21,36.99444972264115,84.42075746316864,25
Kansas,Topeka,Wichita,gpt2-xl,19,has_competitor,5.421946,6.483929,0.05555555555555555,0.0006544502617801048,-4.6657863,-9.739502,-0.11048529999999968,1.5655079999999995,263.77588612,0,8.482709700000001,8.482709700000001,1.0,0.3330273820490131,45,459.82057840000004,38,57.03256449999999,94.86732840000002,0,49.56104301503638,176.9659614518464,38
Kentucky,Frankfort,Louisville,gpt2-xl,20,has_competitor,5.4883084,6.2947383,0.029411764705882353,0.00023446658851113716,-5.700152,-11.153711,-2.4921184000000003,-1.5414139999999996,284.93617889999996,0,6.3118374,6.3118374,1.0,0.1322131456884556,44,489.8912477,41,8.782611000000003,152.49738050000002,0,32.401815283460124,184.66556479408635,41
Louisiana,Baton Rouge,New Orleans,gpt2-xl,21,has_competitor,5.66463,6.297039,0.1111111111111111,0.00038819875776397513,-4.1259823,-10.521979,-1.0141437000000004,-3.9621297,298.7466011,0,5.225691299999999,4.542683299999998,1.0,11.256658702705083,35,390.1245656,28,34.770596299999994,138.04011240000003,32,123.9305016232194,68.73821049737933,32
Maine,Augusta,Portland,gpt2-xl,22,has_competitor,5.497834,6.3227525,0.09090909090909091,0.0003487966515521451,-4.361965,-10.611461,-1.8563475999999994,-0.3939040000000009,279.16928933,0,0.6274873999999997,0.46976240000000047,1.0,3.3973027792353294,33,452.88161990000003,27,0.0,70.97242829999999,32,25.982910609538024,50.405999398817094,32
Maryland,Annapolis,Baltimore,gpt2-xl,23,has_competitor,5.174796,6.320718,0.08333333333333333,0.0012515644555694619,-4.274356,-9.02848,-1.0499116000000002,-0.02583800000000025,288.3856739,0,5.6365239,5.6365239,1.0,0.6086862723793105,46,407.3444007,13,0.0,111.5382377,38,39.39459599856619,151.9589129035834,12
Michigan,Lansing,Detroit,gpt2-xl,24,has_competitor,5.3512506,6.1624126,0.125,8.585164835164836e-05,-4.1009936,-12.8852,-0.9955525999999999,-2.9793889999999994,289.9085674,0,3.6759474,3.665109900000001,1.0,3.382738598849298,32,483.4970916,28,0.0,154.14667529999994,25,19.88020128691982,51.464235621045354,25
Minnesota,St. Paul,Minneapolis,gpt2-xl,25,has_competitor,5.433916,6.334768,0.16666666666666666,0.006493506493506494,-3.5670216,-7.2198663,-0.3551563999999998,2.7306036999999996,279.4390009,0,4.779977969999999,4.779977969999999,1.0,2.273616320333529,38,330.7854105,0,69.73469659999999,57.78911326,0,49.88735383652219,137.42277054326837,19
Montana,Helena,Billings,gpt2-xl,26,has_competitor,5.057591,6.4127774,0.5,0.0003904724716907458,-2.0599103,-10.432178,1.5770087,-1.6135745000000004,259.38628614,0,5.379535000000001,5.379535000000001,0.5416666666666666,11.696982974982486,39,397.92771382,27,119.63622608,85.21110350000001,28,160.97154306423568,67.5982916386148,27
Nebraska,Lincoln,Omaha,gpt2-xl,27,has_competitor,4.8854375,6.32932,1.0,0.006666666666666667,-1.9098465,-7.1620407,0.3842344999999998,2.3319092999999995,256.15492985000003,0,5.08162791,5.08162791,0.9791666666666666,7.4022269581330224,45,300.1214381,1,79.10164600000002,54.17445792000001,0,56.06512898807318,123.45252405554649,31
Nevada,Carson City,Las Vegas,gpt2-xl,28,has_competitor,5.0368614,6.34872,0.07692307692307693,0.00012006243246488174,-4.5360975,-12.159423,-1.8986592000000004,-2.8263675,273.088769,0,4.7427638000000005,4.7427638000000005,1.0,0.618464238030466,35,474.2169241,27,2.9272740000000006,141.13486386,43,20.517351295955137,133.6157407584227,8
New Hampshire,Concord,Manchester,gpt2-xl,29,has_competitor,5.3814216,6.053841,0.07142857142857142,6.833401667350006e-05,-4.647242,-13.450744,-0.21797550000000054,-2.838481,299.6981025,0,3.5797435,3.5797435,1.0,1.384610121885519,34,473.4386816,28,6.2035763,58.06727740000001,27,47.81963755657771,59.07469995919159,34
New Jersey,Trenton,Newark,gpt2-xl,30,has_competitor,5.554796,6.014162,0.011764705882352941,0.00011684973124561814,-6.654478,-12.404375,-2.660959,-0.7451190000000008,305.4735429,0,1.5409207,1.5409207,1.0,0.15181533945149883,34,514.1214631,27,0.0,132.9341673,17,24.039127332569002,95.79314234103492,17
New Mexico,Santa Fe,Albuquerque,gpt2-xl,31,has_competitor,5.25748,6.3565607,0.16666666666666666,0.0026954177897574125,-3.8010297,-8.194008,-1.3123741,1.0503199999999993,262.48448759999997,0,4.8601103299999995,4.8601103299999995,1.0,2.322306562438129,34,368.86439970000004,41,40.312912999999995,83.11855723500003,0,29.982527173346888,131.6555369428333,9
New York,Albany,New York,gpt2-xl,32,has_competitor,5.4529924,5.989506,0.008130081300813009,0.0007942811755361397,-7.014246,-9.746983,-3.0816116,-3.481019,308.70659120000005,0,1.552414900000001,0.8390099999999996,1.0,0.1781522519403464,29,430.0152569,28,0.0,155.92160450000003,13,19.641006015135787,104.0506343290006,13
North Carolina,Raleigh,Charlotte,gpt2-xl,33,has_competitor,5.1122255,6.313594,0.3333333333333333,0.0006317119393556538,-2.5505733,-9.860895,0.5598984000000002,-0.6124869999999998,268.3207494,0,1.4464535000000005,1.3416987000000002,0.7291666666666666,14.043262814680823,33,340.35613422999995,28,7.41735587,21.390577200000006,19,43.08213242935976,35.047877715146704,28
North Dakota,Bismarck,Fargo,gpt2-xl,34,has_competitor,5.0466657,6.4790583,0.3333333333333333,0.010101010101010102,-2.6794415,-6.77549,0.35211460000000017,6.233085000000001,264.65066690000003,0,8.06077013,8.06077013,1.0,1.6136291234169224,44,343.0637902,0,156.5537784,82.64760758999999,0,72.37953788210885,166.74848961664435,40
Oregon,Salem,Portland,gpt2-xl,35,has_competitor,5.240882,6.415758,0.125,0.00020193861066235866,-4.12042,-11.325977,-1.7493482,-1.2947059999999997,283.5988102,0,2.9056996999999996,2.9056996999999996,1.0,2.33387160096029,33,438.5553694,27,0.44278300000000037,84.47480546,21,22.071583896192514,94.79452477478036,21
