correct,incorrect,model,unique_id,syllogism_name,order_first,is_valid,is_realistic,is_consistent,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
invalid,valid,Llama-2-13b-hf,nonsense_zint_thade_snaff^nonsense^invalid,nonsense_zint_thade_snaff,1,False,False,False,1.884141,3.0301628,0.5,0.09090909090909091,-1.2283849,-5.7978845,-0.43588834,-4.0470314,163.50053945000002,15,3.61114306,3.61114306,1.0,15.353223672593773,23,220.393469575,20,21.406783665000006,37.083424679999986,27,32.31836115166067,54.703851319520744,21
invalid,valid,Llama-2-13b-hf,nonsense_zint_thade_snaff^nonsense^invalid,nonsense_zint_thade_snaff,2,False,False,False,1.8712986,2.9875915,0.5,0.07142857142857142,-1.2701018,-5.934853,-0.5176154,-4.4499659000000005,164.15640935,15,3.9323505000000005,3.9323505000000005,1.0,14.99528954339759,23,221.17235284999998,20,17.516618089999998,39.572809500000005,27,32.30560418570023,57.22947224057772,21
valid,invalid,Llama-2-13b-hf,nonsense_yoct_fisk_nand^nonsense^valid,nonsense_yoct_fisk_nand,1,True,False,True,1.9375892,3.137786,1.0,0.5,-0.7405303,-1.335068,0.6286039,4.3244316000000005,166.14768300000003,15,3.60564432,3.60564432,0.95,11.074097026762681,34,198.64812966,20,39.82336666,17.089881520000002,30,56.0774412362932,29.94484173733827,30
valid,invalid,Llama-2-13b-hf,nonsense_yoct_fisk_nand^nonsense^valid,nonsense_yoct_fisk_nand,2,True,False,True,1.9367669,2.996211,1.0,0.5,-0.72610515,-1.3500743,0.6643219499999999,4.324873,165.21526945,15,3.50461759,3.50461759,0.95,11.734422561803303,24,197.80584095,17,39.45804961000001,15.857516983999998,30,57.7963650547256,30.439626519893242,30
invalid,valid,Llama-2-13b-hf,nonsense_flact_frep_blen^nonsense^invalid,nonsense_flact_frep_blen,1,False,False,True,1.9289852,3.4046888,0.5,0.07692307692307693,-1.3983556,-5.7493005,-0.6757249999999999,-4.7067456000000005,170.29710935999998,19,4.031020600000001,4.031020600000001,1.0,14.036370029361764,23,222.917100274,20,14.532952296000001,43.50788974,27,29.673244537401516,58.13829708404474,21
invalid,valid,Llama-2-13b-hf,nonsense_flact_frep_blen^nonsense^invalid,nonsense_flact_frep_blen,2,False,False,True,1.9514661,3.632933,0.5,0.07692307692307693,-1.4463552,-5.8237305,-0.7394475699999999,-4.703913,173.26659999999998,19,3.96446543,3.96446543,1.0,13.527514509562076,23,222.14166601,20,13.129337229999999,42.58046603999999,27,29.392783054432805,58.646546495927346,21
valid,invalid,Llama-2-13b-hf,nonsense_sclace_dact_yink^nonsense^valid,nonsense_sclace_dact_yink,1,True,False,False,2.0601268,3.4858994,1.0,0.5,-0.79118174,-1.3051956,0.61104776,4.3660118,166.47869058,19,3.603160775,3.603160775,0.95,11.7412358005256,24,198.92016367999997,20,38.490265349999994,16.862997539999995,30,58.88841609917759,31.244498606025356,30
valid,invalid,Llama-2-13b-hf,nonsense_sclace_dact_yink^nonsense^valid,nonsense_sclace_dact_yink,2,True,False,False,2.0456402,3.3476472,1.0,0.5,-0.77955794,-1.303476,0.6334133599999999,4.3093885,165.70048179000003,15,3.568752386,3.568752386,0.95,11.754751191276322,24,197.60879869000001,20,39.36435875,16.727226970000004,30,58.74119864563962,30.708639359373,30
invalid,valid,Llama-2-13b-hf,nonsense_bisk_uft_glap^nonsense^invalid,nonsense_bisk_uft_glap,1,False,False,False,2.0723224,2.847789,1.0,0.16666666666666666,-1.03475,-4.6375146,0.032443,-2.5700646000000003,160.39463126000004,15,2.7814549999999993,2.7814549999999993,1.0,16.32057993498656,23,210.73481878799998,20,34.74506441200001,27.3456136,27,33.58274557571009,50.378023348104996,25
invalid,valid,Llama-2-13b-hf,nonsense_bisk_uft_glap^nonsense^invalid,nonsense_bisk_uft_glap,2,False,False,False,2.1042264,2.7827663,0.5,0.14285714285714285,-1.1494248,-5.082552,-0.1653538,-3.1007634,161.35544836999998,15,2.9354096,2.9354096,1.0,15.694136889028757,23,215.1259201,20,28.9686622,30.336021799999994,27,33.588949254636105,52.78868950376013,25
valid,invalid,Llama-2-13b-hf,nonsense_phrist_biss_skemp^nonsense^valid,nonsense_phrist_biss_skemp,1,True,False,True,2.027631,3.2979686,1.0,1.0,-0.78677416,-1.0082587,0.57390304,4.4914623,167.79540747000001,19,3.41460426,3.41460426,0.95,12.781978692997837,18,192.92389831999998,20,41.3237737,14.61633098,30,60.923362013756375,30.144421318574675,30
valid,invalid,Llama-2-13b-hf,nonsense_phrist_biss_skemp^nonsense^valid,nonsense_phrist_biss_skemp,2,True,False,True,2.0477586,3.2963326,1.0,1.0,-0.8097146,-1.0452724,0.5192718000000001,4.4280519,167.08020448999997,19,3.50797839,3.50797839,0.95,12.267133927647158,18,195.04664809999997,20,39.89439524,15.475319500000001,30,60.51876296281461,30.125213363883706,30
invalid,valid,Llama-2-13b-hf,nonsense_rimp_thomp_zin^nonsense^invalid,nonsense_rimp_thomp_zin,1,False,False,True,2.09222,3.0019956,0.5,0.1111111111111111,-1.3317918,-5.635499,-0.483758,-4.1221639,162.29936682,15,3.6384059000000004,3.6384059000000004,1.0,14.836815133591749,23,220.67956592,20,19.76827593,37.55021405,27,31.563052958587246,57.48553748390124,21
invalid,valid,Llama-2-13b-hf,nonsense_rimp_thomp_zin^nonsense^invalid,nonsense_rimp_thomp_zin,2,False,False,True,2.0946016,3.1160812,0.5,0.1111111111111111,-1.2896333,-5.56367,-0.41513919999999993,-4.045730900000001,163.19080781000002,15,3.6305917000000005,3.6305917000000005,1.0,15.338059429971821,23,219.219291682,20,21.121369118,36.218002299999995,27,31.741442529482697,56.87818158784045,25
valid,invalid,Llama-2-13b-hf,nonsense_sland_spluff_gusp^nonsense^valid,nonsense_sland_spluff_gusp,1,True,False,False,2.0276518,3.141661,1.0,0.5,-0.80712,-1.3759923,0.5400115,4.2832197,164.14704422,15,3.75523573,3.75523573,0.95,11.117034818185555,34,199.3580374,20,40.206209699999995,18.594206389999997,30,57.62589804821571,31.709707975602722,30
valid,invalid,Llama-2-13b-hf,nonsense_sland_spluff_gusp^nonsense^valid,nonsense_sland_spluff_gusp,2,True,False,False,2.0264583,3.3816607,1.0,1.0,-0.78758687,-1.195687,0.57169733,4.304042000000001,166.76541647,19,3.5969506079999998,3.5969506079999998,0.95,12.253985310612716,18,197.28045028999998,20,39.53385151000001,16.685739118000004,30,59.68665300168027,31.522705443332974,30
invalid,valid,Llama-2-13b-hf,nonsense_gick_criff_riff^nonsense^invalid,nonsense_gick_criff_riff,1,False,False,False,2.0249343,3.2200034,0.5,0.125,-1.3322326,-5.5534925,-0.5227442,-4.1642635,164.10362035000003,15,3.6415192999999997,3.6415192999999997,1.0,14.899396420157935,23,220.318722382,20,18.844942088,39.16531629999999,27,32.034499334711086,58.21099991303727,25
invalid,valid,Llama-2-13b-hf,nonsense_gick_criff_riff^nonsense^invalid,nonsense_gick_criff_riff,2,False,False,False,2.0464313,3.409041,0.5,0.1111111111111111,-1.3688815,-5.556735,-0.5669517000000001,-4.1802287,165.18344292,15,3.6132769999999996,3.6132769999999996,1.0,14.834594494752052,23,220.65072673999998,20,17.84828396,38.86952826,27,31.27569349058357,57.902655824187974,21
valid,invalid,Llama-2-13b-hf,nonsense_shiff_yot_plusk^nonsense^valid,nonsense_shiff_yot_plusk,1,True,False,True,1.8856254,3.4183571,1.0,0.5,-0.7270746,-1.2904801,0.6154251000000001,4.2412177,167.67951907999998,19,3.6775931699999997,3.6775931699999997,0.95,11.157840301182734,34,196.87078051999998,20,38.75239723,17.728398249999994,30,57.48692285608014,30.791614450092275,30
valid,invalid,Llama-2-13b-hf,nonsense_shiff_yot_plusk^nonsense^valid,nonsense_shiff_yot_plusk,2,True,False,True,1.8967211,3.0706477,1.0,0.5,-0.76498073,-1.449408,0.50750067,3.806044,163.88595248,15,3.700471882,3.700471882,0.95,11.367735516464297,34,198.9396395,20,35.57195522999999,18.509808722000002,30,57.73607093228427,31.705023901299764,30
invalid,valid,Llama-2-13b-hf,nonsense_zoft_chand_splink^nonsense^invalid,nonsense_zoft_chand_splink,1,False,False,True,1.866041,2.7269342,0.5,0.1,-1.2570689,-5.7937174,-0.4898910999999999,-3.9213855000000004,160.26620688999998,15,3.4314944000000005,3.4314944000000005,1.0,14.868746257207151,23,221.679952935,20,21.086179665000003,37.23529996,27,31.938688547718357,55.134995282786576,21
invalid,valid,Llama-2-13b-hf,nonsense_zoft_chand_splink^nonsense^invalid,nonsense_zoft_chand_splink,2,False,False,True,1.9403071,2.7069244,0.5,0.1,-1.2599186,-5.7646255,-0.4567576,-4.0874609,161.48186183,15,3.6307033,3.6307033,1.0,15.535256586637985,23,220.587311666,20,21.497313104,38.1439469,27,32.647409110660966,54.8448756440157,21
invalid,valid,Llama-2-13b-hf,nonsense_dask_flump_fect^nonsense^invalid,nonsense_dask_flump_fect,1,False,False,False,2.0095644,2.7505546,0.5,0.14285714285714285,-1.1345487,-4.947556,-0.20176510000000003,-3.0896722999999997,160.33023177,15,2.8879072,2.8879072,1.0,15.769980283575869,23,213.075048789,20,27.947408911,31.14344259999999,27,33.6361777065251,54.19508340854669,25
invalid,valid,Llama-2-13b-hf,nonsense_dask_flump_fect^nonsense^invalid,nonsense_dask_flump_fect,2,False,False,False,1.9331033,2.8824387,0.5,0.14285714285714285,-1.1232767,-5.0210924,-0.22885889999999987,-3.2969473999999996,160.33075119,15,3.0680885,3.0680885,1.0,15.765929068541599,23,213.43971390299998,20,26.999368997000005,32.285313900000006,27,33.51469025862942,54.33721763341868,25
valid,invalid,Llama-2-13b-hf,nonsense_hap_thrum_zid^nonsense^valid,nonsense_hap_thrum_zid,1,True,False,False,1.825813,3.4612896,1.0,1.0,-0.6077513,-1.0289136,0.9649745,4.8976410999999995,171.36817195,19,2.943654956,2.943654956,0.95,13.945262185945,23,187.63700210000002,20,45.713122150000004,10.777881601,30,60.883782730183334,29.55520419595184,30
valid,invalid,Llama-2-13b-hf,nonsense_hap_thrum_zid^nonsense^valid,nonsense_hap_thrum_zid,2,True,False,False,1.8343601,3.4471796,1.0,1.0,-0.677397,-1.2221192,0.7290734999999999,4.3228718,169.75284653,19,3.5552445400000003,3.5552445400000003,0.95,11.66273277361132,18,194.05008279999998,20,40.93325314,16.635052959000003,30,57.171542745998636,30.51401986951626,30
valid,invalid,Llama-2-13b-hf,nonsense_teft_yact_jund^nonsense^valid,nonsense_teft_yact_jund,1,True,False,True,2.0068924,3.4322386,1.0,1.0,-0.67689496,-0.97436386,0.9376201399999999,5.16217374,171.64750128000003,15,2.91663165,2.91663165,0.95,13.824563862232807,18,190.62313129999998,17,46.433884889999995,10.169426320000003,30,61.38206767679824,29.11374063478003,30
valid,invalid,Llama-2-13b-hf,nonsense_teft_yact_jund^nonsense^valid,nonsense_teft_yact_jund,2,True,False,True,2.0269232,3.4751258,1.0,1.0,-0.68792,-0.85029584,0.9180058999999999,5.345424159999999,173.47989396999998,19,2.9216747539999997,2.9216747539999997,0.95,13.841799635228433,18,189.55188467,20,47.84181902999999,10.157770988,30,61.57281136353935,28.722724928325796,30
invalid,valid,Llama-2-13b-hf,nonsense_troff_plam_sphob^nonsense^invalid,nonsense_troff_plam_sphob,1,False,False,True,2.0279734,3.1198368,0.5,0.1,-1.3730114,-5.781134,-0.57923227,-4.2711626,164.41576901000002,15,3.6919303300000004,3.6919303300000004,1.0,14.567261341271575,23,222.78064858800002,20,18.683787692,38.14798386,27,31.51647276737519,56.775658700495704,21
invalid,valid,Llama-2-13b-hf,nonsense_troff_plam_sphob^nonsense^invalid,nonsense_troff_plam_sphob,2,False,False,True,1.9800512,3.1957896,0.5,0.1111111111111111,-1.3210888,-5.4360023,-0.5277710600000001,-3.8941966,163.78649868000002,15,3.36642554,3.36642554,1.0,15.337361648130859,23,219.74363676399997,20,21.378916436,35.040908259999995,27,32.33109422035799,56.08076317845292,21
valid,invalid,Llama-2-13b-hf,nonsense_zeff_zaff_zom^nonsense^valid,nonsense_zeff_zaff_zom,1,True,False,False,2.0107074,3.652043,1.0,1.0,-0.7442822,-1.1931977,0.7068234,4.6682806,169.50817315,19,3.25246806,3.25246806,0.95,12.79227687011794,18,193.60472486,20,42.892279419999994,12.72987367,30,60.21525597820685,29.753965235340793,30
valid,invalid,Llama-2-13b-hf,nonsense_zeff_zaff_zom^nonsense^valid,nonsense_zeff_zaff_zom,2,True,False,False,1.9925325,3.7375886,1.0,1.0,-0.7120997,-1.1847041,0.7854452000000001,4.810584899999999,169.67563704,19,3.09787366,3.09787366,0.95,13.285148461690138,18,192.02542320999999,20,44.49488987,11.372994229999998,30,61.316736547612855,29.161117928264556,30
invalid,valid,Llama-2-13b-hf,nonsense_yuft_yab_sunt^nonsense^invalid,nonsense_yuft_yab_sunt,1,False,False,False,1.9782491,3.0351388,0.5,0.14285714285714285,-1.1982813,-5.0060616,-0.33856107000000013,-3.4545699,162.32841692,15,3.11600883,3.11600883,1.0,15.435838367754666,23,213.380707245,20,24.714817755,32.55633537,27,32.69802573716505,55.62208193819268,25
invalid,valid,Llama-2-13b-hf,nonsense_yuft_yab_sunt^nonsense^invalid,nonsense_yuft_yab_sunt,2,False,False,False,2.032837,2.7599845,0.5,0.14285714285714285,-1.179203,-5.1798935,-0.25891770000000003,-3.3782412000000006,160.38315271,15,3.1193235000000006,3.1193235000000006,1.0,15.602858524329566,23,215.496870236,20,26.417788363999996,31.8376411,27,32.87685574262744,54.47779297807319,25
invalid,valid,Llama-2-13b-hf,nonsense_plig_prash_lupt^nonsense^invalid,nonsense_plig_prash_lupt,1,False,False,True,1.9845911,3.5454361,0.5,0.09090909090909091,-1.4831754,-5.5829306,-0.7713013,-4.3675502999999996,171.31609576000002,19,3.5962489999999994,3.5962489999999994,1.0,14.05767472525048,23,221.21271693000003,20,15.24242982,39.93232011,27,28.775916532344723,56.66050259832258,21
invalid,valid,Llama-2-13b-hf,nonsense_plig_prash_lupt^nonsense^invalid,nonsense_plig_prash_lupt,2,False,False,True,1.9609115,3.2151043,0.5,0.1,-1.419651,-5.5038276,-0.6836701,-4.2944469000000005,168.05268671,19,3.6107768000000005,3.6107768000000005,1.0,14.625511238237248,23,220.86173320000003,20,17.843607009999996,39.796862430000004,27,29.070459087740105,54.82373817762396,21
valid,invalid,Llama-2-13b-hf,nonsense_thrag_ont_vept^nonsense^valid,nonsense_thrag_ont_vept,1,True,False,True,1.8432517,3.430997,1.0,1.0,-0.70404553,-1.1166774,0.64422127,4.571373599999999,170.09450944,19,3.37386519,3.37386519,0.95,12.78929970856532,18,194.94143629,20,42.770968010000004,14.229279929999999,30,58.33431824637406,28.977360829770692,30
valid,invalid,Llama-2-13b-hf,nonsense_thrag_ont_vept^nonsense^valid,nonsense_thrag_ont_vept,2,True,False,True,1.9231198,3.282587,1.0,1.0,-0.7160376,-1.0497949,0.6726139999999999,4.7486804,170.43010051,19,3.2566261499999998,3.2566261499999998,0.95,12.842579303042504,18,193.28343089999998,20,43.838187999999995,12.983376269999999,30,59.26670981826294,29.694350246142918,30
invalid,valid,Llama-2-13b-hf,nonsense_blep_jict_zamp^nonsense^invalid,nonsense_blep_jict_zamp,1,False,False,False,2.079304,2.9556816,0.5,0.125,-1.3066776,-5.6232777,-0.44712929999999995,-3.8452007999999998,160.80389356,15,3.3980715,3.3980715,1.0,15.360393021573703,23,219.499614216,20,21.393204124000004,33.627901800000004,27,32.93204881092009,56.42955982699096,25
invalid,valid,Llama-2-13b-hf,nonsense_blep_jict_zamp^nonsense^invalid,nonsense_blep_jict_zamp,2,False,False,False,2.0492969,2.7264838,0.5,0.125,-1.2724661,-5.642773,-0.4164477,-3.8600933,159.46680149,15,3.4436456,3.4436456,1.0,15.35279248026751,23,219.456505123,20,21.881237377,34.3225225,27,33.139858399362694,56.242416081705294,25
valid,invalid,Llama-2-13b-hf,nonsense_gapt_prash_glemp^nonsense^valid,nonsense_gapt_prash_glemp,1,True,False,False,2.1725054,3.0827436,1.0,0.5,-0.84821194,-1.3951526,0.5912943599999999,4.0554564,164.88565965,15,3.83883677,3.83883677,0.95,10.66801914621826,34,202.13423698,20,36.25117162,19.552908806,30,56.72596780716981,31.120941621427242,30
valid,invalid,Llama-2-13b-hf,nonsense_gapt_prash_glemp^nonsense^valid,nonsense_gapt_prash_glemp,2,True,False,False,2.1658785,3.2878997,1.0,0.5,-0.8393339,-1.2619524,0.6161661,4.211946,167.01435469,15,3.73701874,3.73701874,0.95,10.752885086484739,34,200.68295045999997,20,37.32466380000002,18.27680425,30,56.22498321266217,31.015052637871747,30
valid,invalid,Llama-2-13b-hf,nonsense_luft_noct_vosk^nonsense^valid,nonsense_luft_noct_vosk,1,True,False,False,2.0000484,3.4747133,1.0,1.0,-0.7652331,-1.1802361,0.6208801,4.2780445,167.7270747,19,3.6354464760000003,3.6354464760000003,0.95,11.735105809627726,18,198.07416594,20,37.122828049999995,17.69882206,30,57.889682897775764,31.50205496270234,30
valid,invalid,Llama-2-13b-hf,nonsense_luft_noct_vosk^nonsense^valid,nonsense_luft_noct_vosk,2,True,False,False,2.0405188,3.169191,1.0,0.5,-0.7745827,-1.1650783,0.6395301000000001,4.427689399999999,166.14356612,15,3.58700385,3.58700385,0.95,11.76951361748021,24,197.17813841,20,39.03889884000001,17.10851745,30,58.26670740468941,31.608098540898173,30
invalid,valid,Llama-2-13b-hf,nonsense_wib_mact_boct^nonsense^invalid,nonsense_wib_mact_boct,1,False,False,False,2.0270739,3.1189106,0.5,0.1111111111111111,-1.2957492,-5.655783,-0.4618910999999999,-4.0685872,164.43115214,15,3.6066960999999997,3.6066960999999997,1.0,14.836483117460025,23,220.018357885,20,20.134386055,37.489819300000015,27,32.55096404520828,57.73623174358477,21
invalid,valid,Llama-2-13b-hf,nonsense_wib_mact_boct^nonsense^invalid,nonsense_wib_mact_boct,2,False,False,False,1.995986,3.3193707,0.5,0.1111111111111111,-1.285371,-5.521431,-0.4692841000000001,-4.056873599999999,166.30184993,19,3.587589499999999,3.587589499999999,1.0,14.886205122209562,23,218.84172007799998,20,19.978855062,37.615876899999996,27,32.32314937082629,58.11080882515223,25
valid,invalid,Llama-2-13b-hf,nonsense_namp_clun_hamp^nonsense^valid,nonsense_namp_clun_hamp,1,True,False,True,1.9209479,3.0025477,1.0,0.5,-0.8265485,-1.7847453,0.37803850000000006,3.8124197000000004,163.09211641,15,4.125435,4.125435,0.95,10.079983781281832,37,208.4140849,20,35.4021993,24.05625619,30,53.86598728360107,32.01822282240876,30
valid,invalid,Llama-2-13b-hf,nonsense_namp_clun_hamp^nonsense^valid,nonsense_namp_clun_hamp,2,True,False,True,1.9281862,3.0381515,1.0,0.5,-0.75017637,-1.6495105,0.58336453,4.2586159,165.04203428,15,3.6528549299999997,3.6528549299999997,0.95,10.91630842312943,34,202.18397836999998,20,38.15698783,18.214534154,30,56.54105098018725,31.090282655121264,30
invalid,valid,Llama-2-13b-hf,nonsense_trunt_om_jemp^nonsense^invalid,nonsense_trunt_om_jemp,1,False,False,True,2.0259347,2.891033,0.5,0.125,-1.2005906,-5.4207244,-0.30900479999999997,-3.6794877,161.42535887,15,3.3704829000000003,3.3704829000000003,1.0,15.353804032598937,23,219.392522702,20,24.300619098,34.4197589,27,33.406536219141245,55.570869560716545,25
invalid,valid,Llama-2-13b-hf,nonsense_trunt_om_jemp^nonsense^invalid,nonsense_trunt_om_jemp,2,False,False,True,2.043285,2.6757393,0.5,0.125,-1.2038822,-5.4643893,-0.3041172,-3.6562535999999994,159.59512842,15,3.3521363999999996,3.3521363999999996,1.0,15.354685206268355,23,220.287025256,20,24.323022244,34.33432580000001,27,32.909472682927834,55.32617971723254,25
valid,invalid,Llama-2-13b-hf,nonsense_vesk_foff_strod^nonsense^valid,nonsense_vesk_foff_strod,1,True,False,True,2.010391,3.0729523,1.0,0.5,-0.81532556,-1.5062882,0.49830624,4.0839148,164.1095277,15,3.9211865360000004,3.9211865360000004,0.95,10.166980686663981,37,204.43617766,20,37.26998673999999,20.857900610999998,30,55.279024573859616,31.24874768270483,30
valid,invalid,Llama-2-13b-hf,nonsense_vesk_foff_strod^nonsense^valid,nonsense_vesk_foff_strod,2,True,False,True,1.9858673,3.0427778,1.0,0.5,-0.7581046,-1.5573905,0.6255177999999999,4.312561499999999,164.85340463,15,3.61460487,3.61460487,0.95,11.047455856958374,34,201.57688724,20,38.30477873999999,17.064780761,30,57.74305398019624,31.282518477276913,30
invalid,valid,Llama-2-13b-hf,nonsense_yob_broft_jank^nonsense^invalid,nonsense_yob_broft_jank,1,False,False,True,2.1356218,2.8119605,0.5,0.1111111111111111,-1.2393463,-5.56886,-0.30861190000000005,-4.0517902,160.92882531,15,3.7431783000000003,3.7431783000000003,1.0,15.338852699711364,23,219.817011471,20,23.739658508999998,35.25623220000001,27,32.67333253082524,55.01805021675752,21
invalid,valid,Llama-2-13b-hf,nonsense_yob_broft_jank^nonsense^invalid,nonsense_yob_broft_jank,2,False,False,True,2.101508,2.7588775,0.5,0.1111111111111111,-1.2369204,-5.6232824,-0.3276873,-3.9087094999999996,160.09037682000002,15,3.5810221999999996,3.5810221999999996,1.0,14.839853797685414,24,220.059013495,20,23.647423705,34.176161300000004,27,32.593351499540624,54.57430678503578,21
valid,invalid,Llama-2-13b-hf,nonsense_shrad_splect_dring^nonsense^valid,nonsense_shrad_splect_dring,1,True,False,False,2.1830578,3.2888691,1.0,0.5,-0.92900485,-1.5074815,0.37124254999999995,3.8272785000000002,163.87362371,15,4.040920206,4.040920206,0.95,10.108589678982256,37,205.00579575,20,34.90063334999999,22.408269945999997,30,55.79421631617654,32.442659457177236,30
valid,invalid,Llama-2-13b-hf,nonsense_shrad_splect_dring^nonsense^valid,nonsense_shrad_splect_dring,2,True,False,False,2.0884948,3.5193505,1.0,0.5,-0.8440232,-1.3064924,0.4970331,4.2775859,167.1617155,19,3.8123129999999996,3.8123129999999996,0.95,10.912978736688554,34,201.03097547,20,37.682795060000004,19.367516800000004,30,57.68026547423402,32.37992850932211,30
invalid,valid,Llama-2-13b-hf,nonsense_blit_slipe_bruss^nonsense^invalid,nonsense_blit_slipe_bruss,1,False,False,False,2.1144886,2.4387708,0.5,0.14285714285714285,-1.0935856,-4.8950095,-0.05348200000000003,-2.8031691999999997,155.98253463,15,2.7496871999999994,2.7496871999999994,1.0,15.713168481441702,23,212.794733778,20,31.274976121999998,27.594494700000002,27,34.23080845749608,54.046177965823325,25
invalid,valid,Llama-2-13b-hf,nonsense_blit_slipe_bruss^nonsense^invalid,nonsense_blit_slipe_bruss,2,False,False,False,2.0822592,2.4681084,1.0,0.14285714285714285,-1.0430797,-4.9163923,0.017489499999999936,-2.9251542,155.19991762,15,2.9578300000000004,2.9578300000000004,0.55,16.960632252184105,23,212.263480855,20,31.970651545000003,28.4309482,27,34.26592293574554,53.573755840107076,25
valid,invalid,Llama-2-13b-hf,nonsense_sneb_jing_omp^nonsense^valid,nonsense_sneb_jing_omp,1,True,False,True,1.848338,3.3062038,1.0,0.5,-0.781754,-1.3421311,0.42430500000000004,3.9603553000000002,166.01458035,19,3.9501587350000005,3.9501587350000005,0.95,10.47666610002591,37,199.76209015,20,37.33612172999999,21.696383327000003,30,54.89887469209007,31.38430298999018,30
valid,invalid,Llama-2-13b-hf,nonsense_sneb_jing_omp^nonsense^valid,nonsense_sneb_jing_omp,2,True,False,True,1.8787006,3.3394766,1.0,0.5,-0.7346965,-1.1988728,0.5723619999999999,4.2852362,168.53652290999997,19,3.5250033739999997,3.5250033739999997,0.95,11.207541585878959,34,194.84093054,20,39.19542276,16.999637049,30,56.84898593904135,31.572440579037167,30
invalid,valid,Llama-2-13b-hf,nonsense_blim_phrint_yemp^nonsense^invalid,nonsense_blim_phrint_yemp,1,False,False,True,1.8846576,3.476972,0.5,0.1,-1.2405248,-5.4489813,-0.4564886,-4.1096641,167.32319819999998,19,3.6531754999999997,3.6531754999999997,1.0,14.860861949008815,23,217.54878096599998,20,18.786918984,38.568383989999994,27,31.24671277095554,56.9433837107909,21
invalid,valid,Llama-2-13b-hf,nonsense_blim_phrint_yemp^nonsense^invalid,nonsense_blim_phrint_yemp,2,False,False,True,1.9203848,3.2228665,0.5,0.08333333333333333,-1.3472642,-5.6615257,-0.6151361999999999,-4.5832256000000005,168.08831646,19,3.9680894000000007,3.9680894000000007,1.0,13.682821198607492,23,219.34466103399998,20,13.580159866,41.44899916,27,30.70503062503131,59.76538857251798,21
valid,invalid,Llama-2-13b-hf,nonsense_splack_zoct_spuff^nonsense^valid,nonsense_splack_zoct_spuff,1,True,False,False,1.9586289,2.9932928,1.0,0.5,-0.85531306,-1.6671102,0.35122964,3.5703580000000006,162.57575884,15,4.203185995,4.203185995,0.95,10.177687278321821,37,206.02241876,20,34.671481540000016,25.202434058,30,54.65040771422622,32.42165393149474,30
valid,invalid,Llama-2-13b-hf,nonsense_splack_zoct_spuff^nonsense^valid,nonsense_splack_zoct_spuff,2,True,False,False,1.9340389,3.138875,1.0,0.5,-0.7750206,-1.3779422,0.5228195,4.1731658000000005,164.75854872000002,15,3.7576905099999998,3.7576905099999998,0.95,11.191132746860813,34,199.03361956999998,20,38.75626675999999,19.229859571,30,57.700503881175486,32.499067745553006,30
invalid,valid,Llama-2-13b-hf,nonsense_threck_crand_grosp^nonsense^invalid,nonsense_threck_crand_grosp,1,False,False,False,1.9984154,3.2123468,0.5,0.08333333333333333,-1.3862643,-5.448827,-0.6313142499999999,-4.4230193,168.58266839,19,3.79170505,3.79170505,1.0,13.850832135780575,23,217.08235788,20,14.71727106,41.50006967999999,27,30.743136280924656,59.68690019294679,21
invalid,valid,Llama-2-13b-hf,nonsense_threck_crand_grosp^nonsense^invalid,nonsense_threck_crand_grosp,2,False,False,False,1.9604843,3.337458,0.5,0.1,-1.2490032,-5.174692,-0.42405519999999997,-3.896999,167.22266965,19,3.4729438000000004,3.4729438000000004,1.0,15.542892948766891,23,214.238624722,20,22.315837448000003,36.58009739999999,27,32.804144631779174,56.01518563640063,25
valid,invalid,Llama-2-70b-hf,librarians_happy_healthy^consistent^valid,librarians_happy_healthy,1,True,True,True,1.7758063,8.73008,1.0,0.0070921985815602835,-0.44398725,-7.5647497,2.05348595,0.8754802999999995,437.24371323,45,2.7025120000000005,2.7025120000000005,0.7,33.92554857206841,45,416.82685577,43,93.45539393000001,44.83637504,45,101.11395228628439,71.99586060052485,45
valid,invalid,Llama-2-70b-hf,librarians_happy_healthy^consistent^valid,librarians_happy_healthy,2,True,True,True,1.833859,8.634682,1.0,0.009708737864077669,-0.46769524,-7.3616333,1.9795341599999998,0.8196406999999999,435.63249597999993,45,2.6459493,2.6459493,0.7,33.93257510885185,45,418.53742004500003,43,89.367958055,45.55160386000001,45,102.2832203348171,73.89246708842153,45
invalid,valid,Llama-2-70b-hf,librarians_happy_healthy^consistent^invalid,librarians_happy_healthy,1,False,True,True,1.94223,8.567426,0.5,0.002336448598130841,-2.493094,-8.364439,-1.9759255000000002,-0.7782690000000008,430.50437887,45,1.6912678499999996,1.6912678499999996,1.0,18.168584099659874,51,463.82511181,43,44.95897169000001,87.75050560000001,46,74.11504752593062,101.77882528054822,51
