condition,exemplar,correct,incorrect,model,item_id,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting,exemplar_de
Atypical,butterfly,insect,bird,Llama-2-70b-hf,4,2.437451,9.155071,1.0,0.1,-0.45892677,-5.8339896,6.3747529300000005,1.3668409000000006,432.36974555999996,44,1.4511570000000003,0.0,0.1125,39.58788033714777,41,332.215027105,41,499.64298289499993,3.791907000000002,44,166.78981653509592,37.711193104809546,44,Schmetterling
Atypical,sea lion,mammal,fish,Llama-2-70b-hf,5,2.451612,9.327077,0.125,7.773027594247959e-05,-4.0808144,-10.989462,0.46260859999999937,-1.32503,499.4968524000001,44,4.757271,4.757271,0.9,1.0133451850485438,75,766.4739136000001,3,31.431377799999993,92.5757886,45,89.53071145630182,84.61554836425827,75,Seeloewe
Atypical,whale,mammal,fish,Llama-2-70b-hf,6,3.466382,9.256465,0.5,0.0001802776275464215,-1.7686514,-10.12305,1.2050516,-2.658172999999999,498.6110182,44,3.2254967999999993,3.2254967999999993,0.75,9.263952175369024,73,624.8365009199999,58,77.55679358,67.6373748,58,118.53071787997364,94.11102181980343,58,Wal
Typical,alligator,reptile,mammal,Llama-2-70b-hf,7,2.0560083,9.3551855,1.0,5.019576347756249e-05,-0.8506394,-11.687826,7.552917599999999,-1.0979139999999994,466.42703335,46,1.6820920000000008,1.5400720000000003,0.5625,14.55807412420318,61,645.68627511,61,340.2703293900001,24.031143000000004,61,159.49522888910286,43.648542722678314,61,Alligator
Typical,chameleon,reptile,insect,Llama-2-70b-hf,8,0.9037918,9.217155,0.5,6.089392278650591e-05,-2.597949,-11.421402,5.118390600000001,-3.7743840000000004,562.591376514,62,5.703569999999999,5.703569999999999,0.6875,10.429642354040665,66,657.9584382,53,127.21274559999999,141.20136799999997,53,144.90138567822768,95.80933439105284,57,Chamaeleon
Typical,falcon,bird,reptile,Llama-2-70b-hf,9,1.4908259,9.266171,1.0,0.3333333333333333,-0.33635685,-5.02078,9.17673515,7.3248335,431.83220097000003,41,0.0,0.0,0.0125,26.838602888341683,65,399.37770143,41,694.5813200700001,0.0,44,185.30943869533047,22.354196701823188,44,Falke
Typical,goldfish,fish,amphibian,Llama-2-70b-hf,10,2.6338346,9.18165,1.0,0.0008688097306689834,-1.0894142,-8.904965,7.5891608,2.2373189999999994,483.538003,42,0.6488829999999997,0.0,0.05,31.90529156862899,44,438.51909943000004,7,494.9279485699999,1.2232019999999988,42,182.61818091777525,54.65530219448729,42,Goldfisch
Typical,shark,fish,mammal,Llama-2-70b-hf,11,1.9938288,9.174088,1.0,0.1111111111111111,-0.41833004,-5.7634373,7.748967960000001,4.9820717000000005,431.55340159,44,0.3168110000000013,0.05955499999999958,0.3375,36.495661655477534,44,378.148737579,7,594.6491039209998,0.924869000000001,44,219.28916980463188,43.249681799208076,44,Hai
Typical,dog,mammal,insect,Llama-2-70b-hf,12,2.7656922,9.096088,0.25,0.00026809651474530834,-3.4398377,-9.810698,6.983007300000001,-1.2843060000000008,512.2910967999999,44,2.810976,1.827407000000001,0.55,2.3867133238127636,75,748.1306050000001,68,198.20586150000003,27.33911650000001,68,141.63680227107048,57.031534571484556,68,Hund
Typical,rabbit,mammal,reptile,Llama-2-70b-hf,13,2.6827939,9.13064,1.0,0.0001899335232668566,-0.81255734,-10.102085,8.727758660000001,1.031364,435.09184531,44,0.8049770000000009,0.1042020000000008,0.475,10.092674488633557,72,737.795269144,68,288.083106856,3.2360275000000005,68,156.9988659731074,26.568125923139064,68,Kaninchen
Typical,cat,mammal,reptile,Llama-2-70b-hf,14,3.3452792,8.942437,0.16666666666666666,0.00017844396859386153,-3.3502412,-10.2073555,5.278153799999999,1.0604145000000003,463.75279857,44,1.0399899999999995,1.0399899999999995,0.3875,2.206352285978185,76,796.800293,16,164.81573400000005,8.8830285,68,109.69191285171901,32.29061857868425,68,Katze
Typical,rattlesnake,reptile,amphibian,Llama-2-70b-hf,15,2.0520658,9.301377,0.14285714285714285,4.7744091668656006e-05,-4.5411034,-11.825279,5.752862599999999,-0.3239479999999997,464.70730362000006,44,1.2599579999999992,0.3239479999999997,0.5375,1.48228806852506,75,848.994531,3,201.59792599999997,8.728896999999998,16,92.03272176550652,26.008294030449743,47,Klapperschlange
Typical,salmon,fish,mammal,Llama-2-70b-hf,16,1.9141673,9.243432,1.0,0.3333333333333333,-0.41333973,-5.294223,6.691346970000001,5.582276000000001,433.01204521,44,0.09685699999999997,0.0,0.05,43.605345233217584,7,315.17103054700004,7,653.0043746529999,0.14627699999999955,44,190.49031989575317,50.259860522645184,44,Lachs
Typical,lion,mammal,fish,Llama-2-70b-hf,17,2.3561225,9.239227,0.1111111111111111,0.000140964195094446,-5.2453475,-10.36176,3.141623,0.31816899999999926,469.84481987999993,44,1.2551269999999999,1.2551269999999999,0.6625,0.7332701638532423,75,833.8820203,68,134.8029457,6.645473500000003,16,114.37798267327891,56.44375440088069,68,Loewe
Typical,horse,mammal,bird,Llama-2-70b-hf,18,3.4166956,9.046578,0.25,0.0001381788033715628,-3.7245321,-10.473282,4.6266929,-0.149913999999999,521.9432921,44,2.6373619999999995,0.8623799999999999,0.55,1.429606996516191,76,771.6580643,68,158.31698069999996,20.198401999999994,68,120.20754713042653,53.682653029950345,68,Pferd
Typical,sparrow,bird,mammal,Llama-2-70b-hf,19,1.7625461,9.178794,1.0,0.02857142857142857,-0.68798536,-6.7000203,7.898813639999999,3.728005699999999,426.77469533,41,0.0,0.0,0.0125,33.003769829153775,41,364.53515736400004,41,714.419033636,0.0,44,222.41591064384968,63.58620123030039,44,Spatz
Atypical,eel,fish,reptile,Llama-2-7b-hf,1,2.4388933,8.414754,1.0,0.005494505494505495,-0.55226916,-7.437732,7.3994253400000005,5.948741000000001,183.83982909,19,3.798202,0.7930320000000002,0.4375,13.264662801808216,19,180.25702616,19,177.18769554000002,12.362798300000001,19,90.46384802444601,29.58411824058262,19,Aal
Atypical,bat,mammal,bird,Llama-2-7b-hf,2,3.2803228,8.363476,1.0,0.00023557126030624264,-0.86367285,-10.146079,5.09116445,1.0834799999999998,178.60414217,18,6.569248,6.569248,0.90625,3.733671612155928,28,334.065373452,25,34.212487648,48.3629977,27,81.64073229555126,49.30015518409719,27,Fledermaus
Atypical,penguin,bird,fish,Llama-2-7b-hf,3,1.9432666,8.414208,0.5,8.522969402539845e-05,-1.4888916,-11.468146,4.9918154,-0.6300440000000016,186.26390098,19,4.681905,0.8499560000000006,0.65625,9.074712460711268,21,228.47504817,19,92.92407202999999,17.870007400000006,19,70.1996493506278,29.071174224928928,19,Pinguin
Atypical,butterfly,insect,bird,Llama-2-7b-hf,4,1.7140561,8.260804,1.0,0.0003527336860670194,-0.6191921,-9.7282295,8.0236789,2.195878500000001,197.3622894,20,2.6550589999999996,2.6550589999999996,0.40625,12.456540171166274,16,211.19329617,16,121.43035513000001,6.532477,20,65.5259333943374,15.358318351402259,20,Schmetterling
Atypical,sea lion,mammal,fish,Llama-2-7b-hf,5,2.5194645,7.997444,0.09090909090909091,0.00046125461254612545,-4.4602323,-9.507508,1.4800214,1.5587219999999995,206.8009552,12,4.1447857,2.9785720000000007,0.6875,0.6456910416597539,29,290.9810098,29,37.11550220000001,24.3417937,29,47.38787642120406,38.83284746016013,29,Seeloewe
Atypical,whale,mammal,fish,Llama-2-7b-hf,6,3.4570062,8.594537,0.3333333333333333,0.00024703557312252963,-2.1256933,-10.051425,0.702528,0.8532530000000005,190.4097575,19,4.7588225,3.4969257000000002,0.96875,2.0475374880371566,29,294.53710345,28,25.365794150000006,33.069349299999985,29,52.529832874659746,50.886597236061945,29,Wal
Typical,alligator,reptile,mammal,Llama-2-7b-hf,7,1.9601884,8.629361,0.5,0.00011180679785330948,-1.6880519,-10.970028,6.3609931,-1.062308999999999,186.46468495,20,1.5608369999999994,1.5608369999999994,0.625,3.29945396440466,29,260.6059451,22,98.94435240000001,4.864798499999997,22,66.38442933729839,14.52204921281633,22,Alligator
Typical,chameleon,reptile,insect,Llama-2-7b-hf,8,2.2119954,8.4797535,0.5,7.951653944020357e-05,-1.8535309,-11.561554,3.5570440999999997,-1.502521999999999,211.929183335,27,4.003887000000001,4.003887000000001,0.78125,2.2334577154705584,28,266.3868888,0,53.067291900000015,25.000908100000004,29,78.63093698729493,45.819533740971515,29,Chamaeleon
Typical,falcon,bird,reptile,Llama-2-7b-hf,9,1.7615055,8.413377,0.5,0.0009033423667570009,-1.1248033,-8.844926,10.0505407,3.0723980000000015,171.76907767,19,5.171661,1.1172240000000002,0.375,9.345508111456098,26,210.55472041000002,16,216.75495258999996,24.186877000000003,16,113.7563582023528,27.652221597152284,19,Falke
Typical,goldfish,fish,amphibian,Llama-2-7b-hf,10,2.6682527,8.265561,1.0,0.0010660980810234541,-0.93560386,-8.745027,7.1147411400000005,1.1004009999999997,171.06875087,18,2.815681999999999,2.815681999999999,0.5,13.125511559077944,18,187.386566052,13,211.241842948,9.571793,19,117.96227138810983,32.42389745038783,19,Goldfisch
Typical,shark,fish,mammal,Llama-2-7b-hf,11,1.4966949,8.542498,1.0,0.00027586206896551725,-0.29490587,-9.919973,6.46131973,0.15179099999999934,199.6312311,19,3.848936,3.848936,0.5,11.001516025285287,20,203.602873736,19,148.843429764,12.933788000000005,3,84.26839921890635,32.56270223754651,19,Hai
Typical,dog,mammal,insect,Llama-2-7b-hf,12,2.5660906,8.501509,0.3333333333333333,0.000280662363177098,-2.2822688,-9.912527,9.285240199999999,1.8052189999999992,188.60534526,19,2.2369900000000005,0.5193884999999998,0.65625,2.0185951485958444,29,302.44909522,29,121.32464977999999,4.704219500000002,2,87.95062067395327,21.395300116846347,29,Hund
Typical,rabbit,mammal,reptile,Llama-2-7b-hf,13,2.5723617,8.752993,1.0,0.0003459010722933241,-0.8202977,-9.618423,7.9437112999999995,2.0714249999999996,180.77904062,19,5.3426333999999995,0.9087770000000006,0.375,3.701899473314635,28,304.58622033999995,23,115.21198966,25.822932899999994,21,83.75443880039069,23.8272466641249,27,Kaninchen
Typical,cat,mammal,reptile,Llama-2-7b-hf,14,3.3049328,8.536648,1.0,0.00022583559168925022,-1.4322859,-10.131342,6.6095161000000004,1.7629699999999993,178.13346881,18,5.626904000000001,1.2485420000000005,0.375,3.0857461853069648,29,329.51272930999994,24,80.91429069,28.757755399999997,10,74.13596257023188,24.49270428259284,27,Katze
Typical,rattlesnake,reptile,amphibian,Llama-2-7b-hf,15,1.2957782,8.255072,0.08333333333333333,9.121590805436468e-05,-6.210501,-11.374512,6.173922999999999,-1.3062269999999998,177.97721537,20,1.3062269999999998,1.3062269999999998,0.53125,0.3090071503505148,29,332.81653190000003,0,114.7653476,1.609814,0,58.359226733547686,10.301291569838963,20,Klapperschlange
Typical,salmon,fish,mammal,Llama-2-7b-hf,16,1.9822025,8.685392,0.5,0.008928571428571428,-0.9676414,-7.2109604,6.0783939,1.2717365999999997,173.835919146,19,2.8052329999999994,2.8052329999999994,0.5,13.849056631689775,15,180.44809266800002,15,185.823219132,8.970045500000001,19,106.05199239267162,41.15819993871774,19,Lachs
Typical,lion,mammal,fish,Llama-2-7b-hf,17,2.8538961,8.67609,0.5,0.0005420054200542005,-1.5435885,-9.208534,4.75095,3.161619999999999,189.5356687,19,4.039954,0.19094199999999972,0.625,2.253947678670189,29,299.2373599,29,86.2873081,13.805470499999998,29,70.18326079092871,25.843008192003573,29,Loewe
Typical,horse,mammal,bird,Llama-2-7b-hf,18,3.2841325,8.653379,0.5,0.00030826140567200987,-1.6015624,-9.761549,8.2773896,2.794378,190.52287919999998,20,1.5224740000000008,1.5224740000000008,0.65625,2.0626604940273614,29,304.18019673,21,93.73993576999999,4.533560000000001,29,83.40636848561519,26.374568502913217,29,Pferd
Typical,sparrow,bird,mammal,Llama-2-7b-hf,19,2.250146,8.6158905,1.0,0.0003439972480220158,-0.90521085,-9.6676655,6.7795821499999995,-1.0503715000000007,165.67741067999998,16,2.9232510000000005,2.8811739999999997,0.53125,11.186655671291724,19,210.38968359999998,16,217.86324190000002,18.295945500000002,19,113.56902386901811,40.01100607028489,19,Spatz
Atypical,eel,fish,reptile,Llama-3.1-405B,1,1.235,9.945,1.0,1.0,-0.209,-3.818,9.711,8.912,1070.8119999999997,122,0.0,0.0,0.007936507936507936,62.50587256951191,48,753.019,48,1074.3169999999996,0.0,48,239.37664198005004,61.17616275185505,48,Aal
Atypical,bat,mammal,bird,Llama-3.1-405B,2,3.816,10.05,0.3333333333333333,0.002551020408163265,-3.248,-8.375,2.346,1.1549999999999994,993.6628999999999,123,2.879999999999999,2.879999999999999,0.5,2.874193892723871,124,1216.318,124,193.688,35.79699999999999,49,138.27908142501514,76.49562641884056,49,Fledermaus
Atypical,penguin,bird,fish,Llama-3.1-405B,3,1.831,10.09,1.0,0.02564102564102564,-0.452,-6.953,6.088,1.0,857.3971,122,2.033999999999999,0.8000000000000007,0.35714285714285715,50.763329415786515,64,772.3223000000002,123,676.5477000000002,18.476999999999997,48,222.4040292088613,58.92533492089027,79,Pinguin
Atypical,butterfly,insect,bird,Llama-3.1-405B,4,1.181,9.93,1.0,0.0008237232289950577,-0.2113,-9.234,6.188700000000001,1.596,1212.784,122,4.834999999999999,4.834999999999999,0.48412698412698413,18.53338875372578,94,1140.9093,123,331.7446999999999,96.493,48,166.71889544831907,79.58841248590711,103,Schmetterling
Atypical,sea lion,mammal,fish,Llama-3.1-405B,5,2.447,10.0,0.25,0.002150537634408602,-2.314,-8.53,1.9959999999999996,0.5700000000000003,1033.905,122,3.59,3.59,0.9920634920634921,5.2561135027725205,49,1090.9270000000001,123,179.755,38.472999999999985,123,168.6360335298064,93.49553686087282,49,Seeloewe
Atypical,whale,mammal,fish,Llama-3.1-405B,6,3.043,9.88,0.5,0.022222222222222223,-1.87,-7.008,1.29,0.5860000000000003,1041.2872999999997,121,4.01,4.01,1.0,18.910342965065663,72,968.2784999999999,123,216.66850000000002,47.66600000000001,49,183.74763568343198,100.26147497651094,49,Wal
Typical,alligator,reptile,mammal,Llama-3.1-405B,7,1.908,7.445,1.0,0.00027616680475006904,-0.569,-10.53,8.931000000000001,2.8900000000000006,771.7506999999998,121,4.32,4.32,0.38095238095238093,5.833140261129449,124,1308.846,124,636.962,77.66000000000001,48,198.4572175937255,78.02300123489235,62,Alligator
Typical,chameleon,reptile,insect,Llama-3.1-405B,8,0.7993,9.62,0.5,0.00013890818169190166,-2.703,-10.75,4.593999999999999,4.119999999999999,810.4234900000001,121,2.1740000000000013,2.1740000000000013,0.9603174603174603,2.9679613127168025,124,1418.2219999999998,123,410.04900000000015,31.422,48,169.29579557594897,99.19488052846077,48,Chamaeleon
Typical,falcon,bird,reptile,Llama-3.1-405B,9,1.742,9.8,1.0,1.0,-0.84,-3.514,12.18,11.646,928.228,122,0.20000000000000107,0.0,0.05555555555555555,61.40360853902836,48,686.6596,48,1312.2524,0.3100000000000005,48,282.6485861134265,32.63541208398932,48,Falke
Typical,goldfish,fish,amphibian,Llama-3.1-405B,10,2.18,9.38,1.0,0.09090909090909091,-0.9263,-6.08,8.0237,5.449999999999999,852.9319999999999,122,1.7799999999999994,1.540000000000001,0.38095238095238093,18.94908769686907,124,885.7672999999999,48,882.0966999999996,19.156,48,236.30838377723674,90.60372357336456,79,Goldfisch
Typical,shark,fish,mammal,Llama-3.1-405B,11,1.256,9.414,1.0,1.0,-0.2742,-2.865,9.4858,8.01,830.7854999999998,74,0.8539999999999992,0.0,0.20634920634920634,56.23176239076168,49,735.3924999999998,48,1066.2244999999996,1.4429999999999996,48,239.261387545287,65.01419369326975,74,Hai
Typical,dog,mammal,insect,Llama-3.1-405B,12,2.697,9.97,0.3333333333333333,1.0988890231975473e-05,-2.416,-14.16,8.613999999999999,-0.2599999999999998,1165.786,122,2.1099999999999994,0.46000000000000085,0.5396825396825397,0.40905807572272557,124,1471.4469999999997,123,312.547,8.838999999999999,21,161.1218587036317,66.3173823414215,124,Hund
Typical,rabbit,mammal,reptile,Llama-3.1-405B,13,2.893,10.06,0.3333333333333333,0.00018044027426921688,-1.944,-10.41,9.072,5.5600000000000005,1051.1225000000006,121,0.9700000000000006,0.0,0.15873015873015872,1.2757436893249818,124,1279.934,123,862.9240000000002,2.2340000000000018,49,182.69217609558356,50.13768598628838,49,Kaninchen
Typical,cat,mammal,reptile,Llama-3.1-405B,14,2.65,9.94,0.25,3.1645569620253167e-05,-2.586,-12.19,5.984,3.950000000000001,1046.886,122,1.2550000000000008,0.0,0.16666666666666666,0.6156097443502919,124,1371.6519999999996,123,612.942,2.254000000000003,123,184.26930172596718,52.15111039766014,94,Katze
Typical,rattlesnake,reptile,amphibian,Llama-3.1-405B,15,1.74,9.96,0.2,7.102272727272727e-05,-4.4,-11.28,5.8100000000000005,-0.5299999999999994,952.7125,113,6.08,5.75,0.5317460317460317,0.4808783595086975,124,1485.394,124,227.951,120.22699999999998,48,133.87567579893596,100.21490709217869,48,Klapperschlange
Typical,salmon,fish,mammal,Llama-3.1-405B,16,1.206,9.97,1.0,1.0,-0.1979,-3.842,10.9971,10.288,935.641,122,0.0,0.0,0.007936507936507936,58.009625139872156,123,683.4350999999999,48,1306.9318999999996,0.0,48,253.1799496477079,54.85863068949573,48,Lachs
Typical,lion,mammal,fish,Llama-3.1-405B,17,2.604,10.03,0.16666666666666666,0.00014943215780035862,-3.602,-10.58,2.14,-2.8600000000000003,1128.0445000000002,120,4.076,4.076,0.9920634920634921,0.26710192265002114,124,1350.4260000000002,124,26.434999999999995,168.9159999999999,123,128.6655538670743,112.46551912872373,94,Loewe
Typical,horse,mammal,bird,Llama-3.1-405B,18,2.586,9.51,0.3333333333333333,0.00015750511891636477,-2.988,-10.63,6.822000000000001,1.08,1005.9340000000001,122,1.0150000000000006,0.9199999999999999,0.3968253968253968,1.389784169909333,124,1267.5480000000002,123,445.03499999999997,13.096999999999996,49,166.209907177816,58.66379518126685,72,Pferd
Typical,sparrow,bird,mammal,Llama-3.1-405B,19,1.621,4.312,1.0,1.0,-0.6396,-0.53,7.900399999999999,14.64,691.6634,48,2.3499999999999996,1.6300000000000008,0.2777777777777778,68.76692032150247,48,609.6829300000002,48,1355.4750700000004,20.607,48,285.15600126072724,74.55444912366185,48,Spatz
Atypical,eel,fish,reptile,Llama-3.1-70B,1,1.935,9.19,1.0,1.0,-0.3562,-2.39,6.4597999999999995,9.889999999999999,527.8246,50,0.5199999999999996,0.0,0.025,40.17322563073543,36,443.9963,36,648.5597,0.5199999999999996,36,174.13505760969431,45.29661130088219,50,Aal
Atypical,bat,mammal,bird,Llama-3.1-70B,2,3.775,1.106,0.3333333333333333,0.0029069767441860465,-3.2,-14.39,1.702,5.309999999999999,473.7242,75,0.9960000000000004,0.5,0.4625,1.9288374387452085,78,826.779,52,199.02499999999998,4.020999999999999,38,77.54191485245298,58.7602973030157,38,Fledermaus
Atypical,penguin,bird,fish,Llama-3.1-70B,3,2.057,9.51,1.0,1.0,-0.383,-4.008,3.7969999999999997,3.1799999999999997,514.2405,53,2.0299999999999994,2.0299999999999994,0.4125,38.25608846358982,36,508.00433,36,319.2696700000001,17.871000000000002,36,182.8245644043782,64.53909553506683,59,Pinguin
Atypical,butterfly,insect,bird,Llama-3.1-70B,4,1.896,8.62,1.0,0.002544529262086514,-0.2866,-8.484,5.3114,1.516,630.052,37,3.3659999999999997,3.3659999999999997,0.475,12.328440971060981,54,604.3770999999999,54,343.9969,15.76,54,142.54312866508053,72.46421359816553,54,Schmetterling
Atypical,sea lion,mammal,fish,Llama-3.1-70B,5,2.943,9.81,0.3333333333333333,0.04,-1.828,-6.48,4.226999999999999,1.5999999999999996,551.9463000000001,50,1.92,0.254999999999999,0.3875,4.91333345853033,78,703.9559999999999,58,232.22000000000006,10.036999999999999,50,110.83644160699166,42.66654005787022,50,Seeloewe
Atypical,whale,mammal,fish,Llama-3.1-70B,6,3.508,9.62,1.0,0.0625,-1.585,-6.21,1.892,1.7469999999999999,582.691,77,2.139999999999999,2.139999999999999,0.4625,20.214785578043994,78,553.4242,36,189.15080000000006,16.648999999999997,9,111.0513271455371,66.75616272885,48,Wal
Typical,alligator,reptile,mammal,Llama-3.1-70B,7,2.566,8.445,1.0,0.003236245954692557,-0.83,-8.164,6.45,2.306000000000001,500.6001,61,3.3100000000000005,3.3100000000000005,0.475,8.581382552964811,78,794.253,78,225.79200000000006,53.38700000000001,36,150.94910652916099,58.205388523773394,53,Alligator
Typical,chameleon,reptile,insect,Llama-3.1-70B,8,1.438,3.033,0.5,0.002638522427440633,-2.004,-9.836,5.781000000000001,5.334,523.5997,38,3.7859999999999996,2.0999999999999996,0.4,5.4370193643239535,78,792.04,36,296.63800000000003,54.672999999999995,36,128.41860165748264,31.227931227784754,36,Chamaeleon
Typical,falcon,bird,reptile,Llama-3.1-70B,9,2.547,8.62,1.0,1.0,-0.5337,-1.878,8.7713,12.632,488.8315,36,0.0,0.0,0.0125,34.78336063955098,36,428.56204,36,879.3069600000002,0.0,36,265.89634538893495,35.7629334762561,53,Falke
Typical,goldfish,fish,amphibian,Llama-3.1-70B,10,3.01,6.3,1.0,0.5,-0.88,-1.818,6.796,13.722,499.56930000000006,45,0.6539999999999999,0.0,0.225,23.13647594935064,36,514.5014,36,681.2056,0.9499999999999993,36,188.93881108960142,51.72202985453533,36,Goldfisch
Typical,shark,fish,mammal,Llama-3.1-70B,11,1.824,9.51,1.0,0.5,-0.2593,-4.75,8.6807,5.369999999999999,507.0553,50,2.955,0.0,0.25,39.38569450096729,39,468.39165,36,559.06035,23.860999999999997,50,200.59217598311366,64.7382282675128,50,Hai
Typical,dog,mammal,insect,Llama-3.1-70B,12,1.046,9.48,0.3333333333333333,0.0005373455131649651,-3.404,-9.516,7.666,3.1140000000000008,560.03,49,2.469999999999999,0.75,0.375,1.7209758266048099,78,794.154,78,307.67599999999993,15.881999999999996,8,123.89788078433556,43.643472986272236,55,Hund
Typical,rabbit,mammal,reptile,Llama-3.1-70B,13,3.473,9.734,1.0,0.00014667057788207686,-0.9204,-10.625,7.1796,6.035,647.765,53,0.0,0.0,0.0125,3.5584860393567084,78,732.6333999999999,78,509.40159999999986,0.0,55,147.9557820512521,27.236731221036127,55,Kaninchen
Typical,cat,mammal,reptile,Llama-3.1-70B,14,4.08,5.81,0.3333333333333333,0.00016147263038914905,-2.863,-11.44,4.859999999999999,5.340000000000002,601.365,51,0.0,0.0,0.0125,0.6520505095737672,78,837.704,78,373.94499999999994,0.0,8,114.52518773663122,37.56136310445112,51,Katze
Typical,rattlesnake,reptile,amphibian,Llama-3.1-70B,15,2.633,8.53,0.16666666666666666,0.00019688915140775743,-3.75,-10.58,7.23,4.256,469.1506,41,2.25,0.0,0.2375,0.2759487526281738,78,1019.146,78,294.765,13.318000000000001,36,98.04568095472762,30.942050165859722,36,Klapperschlange
Typical,salmon,fish,mammal,Llama-3.1-70B,16,1.9375,8.03,1.0,1.0,-0.3064,-1.756,8.9596,8.934,550.7701999999999,73,2.59,0.0,0.25,33.22137723467125,36,453.04473,75,572.3742699999999,15.785999999999996,36,184.753268929796,64.24650334615973,53,Lachs
Typical,lion,mammal,fish,Llama-3.1-70B,17,3.969,9.4,0.25,0.00392156862745098,-2.85,-8.06,4.6419999999999995,2.3149999999999995,547.1600000000001,51,1.795,0.0,0.1125,1.434374600343617,78,746.286,77,166.42200000000003,5.189999999999998,9,124.54040106051441,47.21501715957268,55,Loewe
Typical,horse,mammal,bird,Llama-3.1-70B,18,3.654,9.05,0.5,0.0008291873963515755,-1.342,-9.23,6.577999999999999,2.58,590.0004999999999,53,1.040000000000001,0.8399999999999999,0.4625,3.1933713410699403,78,698.5,78,315.9029999999999,2.58,53,118.91098474657744,42.08096725470009,43,Pferd
Typical,sparrow,bird,mammal,Llama-3.1-70B,19,3.086,7.324,1.0,1.0,-0.8193,-1.426,9.1807,14.484,472.7667,36,1.08,0.0,0.2125,34.39966886194052,36,427.34325,36,864.77775,2.320000000000002,36,266.8742655651166,29.026077360440073,53,Spatz
Atypical,eel,fish,reptile,Llama-3.1-8B,1,1.8669454,9.489359,1.0,0.00013032712107389547,-0.46671343,-10.746056,7.19246487,-0.1089639999999985,208.33340729,20,4.238055000000001,2.351623,0.5625,14.02794283108078,17,234.183208307,17,182.240092193,17.346074,26,116.89306016867616,48.58130960767492,26,Aal
Atypical,bat,mammal,bird,Llama-3.1-8B,2,1.9932973,9.561533,1.0,0.0017391304347826088,-0.62004465,-8.509274,6.05744035,4.115213000000001,193.54566444,17,0.0,0.0,0.03125,5.821405272920636,26,280.39310724999996,22,187.43924025,0.0,17,65.55001273182863,21.39409745652409,19,Fledermaus
Atypical,penguin,bird,fish,Llama-3.1-8B,3,2.2669249,9.66677,0.5,3.0058915474329688e-05,-1.3718857,-12.522484,3.9534998999999997,2.848459,248.58758260000002,25,2.1744649999999996,2.1744649999999996,0.46875,3.167635620816063,20,309.21319430000005,15,85.14036709999999,13.8593055,15,68.85579839241025,38.227156364615524,27,Pinguin
Atypical,butterfly,insect,bird,Llama-3.1-8B,4,0.9726979,9.608283,1.0,2.7739251040221915e-05,-0.20987615,-12.671549,7.820892849999999,1.4088060000000002,256.3170716,30,3.285648,0.15698300000000032,0.3125,6.743168753307186,27,295.38265355,15,153.80421794999998,8.778288,15,61.745756072637725,18.290131853596353,20,Schmetterling
Atypical,sea lion,mammal,fish,Llama-3.1-8B,5,2.6391613,9.659765,0.16666666666666666,0.0002842524161455372,-2.8826084,-9.971845,3.3668146,4.413363,236.59803059,23,1.7220200000000006,1.7220200000000006,0.46875,1.785079567888963,20,316.20939410000005,14,125.3713739,5.6080580000000015,14,51.78618300564662,27.93356826930684,20,Seeloewe
Atypical,whale,mammal,fish,Llama-3.1-8B,6,2.4255009,9.613198,0.2,0.0005521811154058532,-2.6819375,-9.416964,1.0709716999999999,5.540145000000001,239.2397733,20,2.0837059999999994,2.0837059999999994,0.34375,4.6692202142570665,21,258.35524986999997,20,121.85600863000002,3.8403030000000005,14,53.83934291788541,25.46500334939355,14,Wal
Typical,alligator,reptile,mammal,Llama-3.1-8B,7,1.585987,9.336498,0.5,8.995232526760817e-05,-0.98771775,-11.175066,8.44656525,-1.2314549999999986,233.36444928999998,22,1.721218499999999,1.721218499999999,0.53125,6.659102209808209,20,270.65257035,20,87.94066805000001,7.632364499999998,24,81.66432423634959,18.84016329416186,20,Alligator
Typical,chameleon,reptile,insect,Llama-3.1-8B,8,1.2992973,9.648057,0.5,0.0002035416242621616,-1.397383,-10.281143,5.4298126,3.7783979999999993,228.88554853,22,1.0916464999999995,1.0916464999999995,0.4375,5.124749074587967,29,264.54681346000007,29,163.09859864,2.141576500000001,24,79.85957114788509,14.851208091785194,20,Chamaeleon
Typical,falcon,bird,reptile,Llama-3.1-8B,9,1.5291313,9.550175,1.0,4.166319473377219e-05,-0.31899086,-12.062213,10.28761214,-0.2735620000000001,237.2225514,20,4.679648,1.8784109999999998,0.53125,5.899579132486145,27,292.10643127,20,149.00176973,31.839785999999997,20,76.2454282907843,21.589967527669845,20,Falke
Typical,goldfish,fish,amphibian,Llama-3.1-8B,10,2.2592766,9.60531,1.0,5.858917272088118e-05,-1.0815508,-11.611845,9.869216699999999,1.8451620000000002,227.53596137,21,1.7157370000000007,1.7157370000000007,0.5,10.961605655874378,21,266.09373596,17,192.60705704,3.1492960000000014,17,115.77582841055602,18.142435598688415,17,Goldfisch
