rt,response,task,item_id,entity_type,entity,correct,intuitive,question,prefix,population_correct,population_intuitive,population_ratio,task_type,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,keystrokes,rt_zscore,response_correct_strict,response_intuitive_strict,response_correct_edit1,response_intuitive_edit1,load_timestamp,finish_timestamp,index_last_empty,n_backspace,n_keystrokes,n_keystrokes_len_diff,n_keystrokes_len_norm,time_last_empty_keystrokes,time_last_empty_keystrokes_normalized,time_last_empty_trial,time_last_empty_trial_normalized,time_stroke_after_last_empty_trial,time_stroke_after_last_empty_trial_normalized,gpt-4o_label,gpt-4o_label_logprobs,query_time,output_entropy,midpoint_entropy,output_rank_correct,midpoint_rank_correct,output_logprob_correct,midpoint_logprob_correct,output_logprobdiff,midpoint_logprobdiff,auc_entropy,layer_biggest_change_entropy,twostage_magnitude,twostage_magnitude_latter34,twostage_layer,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,auc_boosting_pos,auc_boosting_neg,layer_argmax_boosting
19446,Lansiing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,53,682065,0.0-3.0-0.25,subject_3,67e03b666014ad9eaa888659,67e06f8ff08dc8b37e9170cc,0.2611509070832147,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 693493.5, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 13529.199999809265, 'content': 'L', 'is_empty': False}, {'key': 'l', 'code': 'KeyL', 'timeStamp': 693506.4000000954, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 13542, 'content': 'L', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 693898.1999998093, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 13933.800000190735, 'content': 'La', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 694460.0999999046, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 14495.800000190735, 'content': 'Lan', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 694874.5999999046, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 14910.199999809265, 'content': 'Lans', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 695480.0999999046, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 15515.800000190735, 'content': 'Lansi', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 695664.6999998093, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 15700.300000190735, 'content': 'Lansii', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 696213, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 16248.599999904633, 'content': 'Lansiin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 696452.2999997139, 'stimLoadTimeStamp': 679964.5999999046, 'timeSinceStimLoad': 16488, 'content': 'Lansiing', 'is_empty': False}]",-0.2028018667459913,False,False,True,False,679964.5999999046,699412.0,,0.0,9.0,1.0,1.125,693493.5,0.0,13529.199999809263,0.6956816849420961,13529.199999809263,0.6956816849420961,Correct,{'Correct': -1.9361264946837764e-07},2025-04-08T17:31:52.299137,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
19438,Lansing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,77,1392523,0.0-3.0-0.37,subject_14,67d9934d34ab881ca1365b4a,67daf6847bb256c6ced40e73,0.1536445449244097,"[{'key': 'CapsLock', 'code': 'CapsLock', 'timeStamp': 1407001.4000000358, 'content': '', 'is_empty': True}, {'key': 'L', 'code': 'KeyL', 'timeStamp': 1407785.1000000238, 'content': 'L', 'is_empty': False}, {'key': 'CapsLock', 'code': 'CapsLock', 'timeStamp': 1408541.699999988, 'content': 'L', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 1408774.199999988, 'content': 'La', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 1411742.9000000358, 'content': 'Lan', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 1412213.300000012, 'content': 'Lans', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 1412916.699999988, 'content': 'Lansi', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 1413349.300000012, 'content': 'Lansin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 1413719.4000000358, 'content': 'Lansing', 'is_empty': False}]",-0.723253815185158,True,False,True,False,,,0.0,0.0,9.0,2.0,1.2857142857142858,1407001.4000000358,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:31:52.733067,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
22133,Lansing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,61,631287,0.0-3.0-0.29,subject_11,67d9934d34ab881ca1365b4a,67db00eb6ff2a8d03aecd603,0.7789967322379479,"[{'key': 'Shift', 'code': 'ShiftRight', 'timeStamp': 629770, 'content': 'LA', 'is_empty': False}, {'key': 'l', 'code': 'KeyL', 'timeStamp': 629793.1999999881, 'content': 'LA', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 629863, 'content': 'LA', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 630127.6999999881, 'content': 'LAn', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 630626.099999994, 'content': 'LAnsi', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 630786.1999999881, 'content': 'LAnsin', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 630855.6999999881, 'content': 'LAnsin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 630978.2999999821, 'content': 'LAnsing', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 632851.8999999762, 'content': 'LAnsin', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 633031.7999999821, 'content': 'LAnsi', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 633208.5, 'content': 'LAns', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 633387.8999999762, 'content': 'LAn', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 633596.5, 'content': 'LA', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 633758.6999999881, 'content': 'L', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 633882.3999999762, 'content': 'La', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 634692.6999999881, 'content': 'Lan', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 634988.8999999762, 'content': 'Lans', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 635207.7999999821, 'content': 'Lansin', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 635305.599999994, 'content': 'Lansin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 635420.8999999762, 'content': 'Lansing', 'is_empty': False}]",0.4369812499787159,True,False,True,False,,,,6.0,20.0,13.0,2.857142857142857,629770.0,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:31:53.401659,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
5086,Lansing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,81,448009,0.0-3.0-0.39,subject_0,67d9934d34ab881ca1365b4a,67db2bd8c2c0cba26bbc053a,0.4361833135976185,"[{'key': 'L', 'code': 'KeyL', 'timeStamp': 458950.89999997616, 'content': 'L', 'is_empty': False}, {'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 458966.89999997616, 'content': 'L', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 459262.7000000477, 'content': 'Lan', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 459351, 'content': 'Lan', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 459791, 'content': 'Lans', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 459942.89999997616, 'content': 'Lansi', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 460046.7000000477, 'content': 'Lansin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 460143.5, 'content': 'Lansing', 'is_empty': False}]",-0.7028497292313592,True,False,True,False,,,,0.0,8.0,1.0,1.1428571428571428,458950.89999997616,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:31:53.816229,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
21209,Lansing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,13,785286,0.0-3.0-0.5,subject_17,67d9934d34ab881ca1365b4a,67db2d41369b11a5775457d6,0.6755895742179279,"[{'key': 'v', 'code': 'KeyV', 'timeStamp': 797751.1999999881, 'content': 'Lansing', 'is_empty': False}, {'key': 'Control', 'code': 'ControlLeft', 'timeStamp': 797962.1999999881, 'content': 'Lansing', 'is_empty': False}]",-0.0781767956605736,True,False,True,False,,,,0.0,2.0,-5.0,0.2857142857142857,797751.1999999881,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:31:54.403126,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
12306,Lansing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,3,33803,0.0-3.0-0.0,subject_34,67d9934d34ab881ca1365b4a,67dafd8532775b4f7d184caf,0.2060974688677914,"[{'key': ' ', 'code': 'Space', 'timeStamp': 31747.900000095367, 'content': '', 'is_empty': True}, {'key': 'D', 'code': 'KeyD', 'timeStamp': 34016.199999809265, 'content': 'D', 'is_empty': False}, {'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 34029.5, 'content': 'D', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 34322.300000190735, 'content': 'De', 'is_empty': False}, {'key': 't', 'code': 'KeyT', 'timeStamp': 35112, 'content': 'Det', 'is_empty': False}, {'key': 'r', 'code': 'KeyR', 'timeStamp': 35476.699999809265, 'content': 'Detr', 'is_empty': False}, {'key': 'o', 'code': 'KeyO', 'timeStamp': 35743.300000190735, 'content': 'Detro', 'is_empty': False}, {'key': 't', 'code': 'KeyT', 'timeStamp': 36409.5, 'content': 'Detrot', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 37433.40000009537, 'content': 'Detro', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 37608.5, 'content': 'Detr', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 37882.5, 'content': 'Detri', 'is_empty': False}, {'key': 't', 'code': 'KeyT', 'timeStamp': 38254.800000190735, 'content': 'Detrit', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 39141.59999990463, 'content': 'Detri', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 39316, 'content': 'Detr', 'is_empty': False}, {'key': 'o', 'code': 'KeyO', 'timeStamp': 39606.199999809265, 'content': 'Detro', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 39998.800000190735, 'content': 'Detroi', 'is_empty': False}, {'key': 't', 'code': 'KeyT', 'timeStamp': 40327.09999990463, 'content': 'Detroit', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 41502.5, 'content': '', 'is_empty': True}, {'key': 'L', 'code': 'KeyL', 'timeStamp': 42471.09999990463, 'content': 'L', 'is_empty': False}, {'key': 'Shift', 'code': 'ShiftRight', 'timeStamp': 42501.699999809265, 'content': 'L', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 42732.800000190735, 'content': 'La', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 42905.300000190735, 'content': 'Lan', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 43138.5, 'content': 'Lans', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 43323.699999809265, 'content': 'Lansin', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 43428.59999990463, 'content': 'Lansin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 43575.300000190735, 'content': 'Lansing', 'is_empty': False}]",-0.268196943503307,True,False,True,False,,,16.0,5.0,25.0,18.0,3.571428571428572,41502.5,0.7831595024523211,,,,,Correct,{'Correct': 0.0},2025-04-08T17:31:54.839510,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
4354,Lansing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,11,58946,0.0-3.0-0.4,subject_39,67d9934d34ab881ca1365b4a,67db2a82c848a4fc78526e78,0.368462718265063,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 69563, 'content': 'L', 'is_empty': False}, {'key': 'l', 'code': 'KeyL', 'timeStamp': 69587, 'content': 'L', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 69895, 'content': 'Lan', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 70012, 'content': 'Lan', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 70202, 'content': 'Lansi', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 70298, 'content': 'Lansi', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 70445.00000000001, 'content': 'Lansin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 70575, 'content': 'Lansing', 'is_empty': False}]",-0.5804014894642934,True,False,True,False,,,,0.0,8.0,1.0,1.1428571428571428,69563.0,0.0,,,,,Correct,{'Correct': 0.0},2025-04-08T17:31:55.351875,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
16446,Lansing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,37,168905,0.0-3.0-0.17,subject_9,67e03b666014ad9eaa888659,67f5831e2a471af4fd9e4fb1,0.4662163328925132,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 173446.5, 'stimLoadTimeStamp': 160419, 'timeSinceStimLoad': 13029, 'content': 'L', 'is_empty': False}, {'key': 'l', 'code': 'KeyL', 'timeStamp': 173474.79999999702, 'stimLoadTimeStamp': 160419, 'timeSinceStimLoad': 13058.5, 'content': 'L', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 173620.70000000298, 'stimLoadTimeStamp': 160419, 'timeSinceStimLoad': 13203.60000000894, 'content': 'La', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 173720.60000000894, 'stimLoadTimeStamp': 160419, 'timeSinceStimLoad': 13303.20000000298, 'content': 'Lan', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 173829.60000000894, 'stimLoadTimeStamp': 160419, 'timeSinceStimLoad': 13412.10000000894, 'content': 'Lans', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 173985.20000000298, 'stimLoadTimeStamp': 160419, 'timeSinceStimLoad': 13568.29999999702, 'content': 'Lansin', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 174025.70000000298, 'stimLoadTimeStamp': 160419, 'timeSinceStimLoad': 13608.29999999702, 'content': 'Lansin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 174136.70000000298, 'stimLoadTimeStamp': 160419, 'timeSinceStimLoad': 13719.10000000894, 'content': 'Lansing', 'is_empty': False}]",1.8883862102227416,True,False,True,False,160419.0,176864.90000000596,,0.0,8.0,1.0,1.1428571428571428,173446.5,0.0,13029.0,0.7922339306450409,13029.0,0.7922339306450409,Correct,{'Correct': 0.0},2025-04-08T17:31:55.758278,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
18565,Lansing,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,9,297388,0.0-3.0-0.3,subject_25,67e03b666014ad9eaa888659,67f58760d022d84e2a3b865c,0.696381573894828,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 358667, 'stimLoadTimeStamp': 347182.7000000477, 'timeSinceStimLoad': 11485.100000023842, 'content': 'L', 'is_empty': False}, {'key': 'l', 'code': 'KeyL', 'timeStamp': 358698.5, 'stimLoadTimeStamp': 347182.7000000477, 'timeSinceStimLoad': 11516.299999952316, 'content': 'L', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 358882.3000000715, 'stimLoadTimeStamp': 347182.7000000477, 'timeSinceStimLoad': 11700.299999952316, 'content': 'La', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 359058.60000002384, 'stimLoadTimeStamp': 347182.7000000477, 'timeSinceStimLoad': 11876.600000023842, 'content': 'Lan', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 359290.5, 'stimLoadTimeStamp': 347182.7000000477, 'timeSinceStimLoad': 12108.399999976158, 'content': 'Lans', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 359434.10000002384, 'stimLoadTimeStamp': 347182.7000000477, 'timeSinceStimLoad': 12251.899999976158, 'content': 'Lansi', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 359706.60000002384, 'stimLoadTimeStamp': 347182.7000000477, 'timeSinceStimLoad': 12524.399999976158, 'content': 'Lansin', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 359946.3000000715, 'stimLoadTimeStamp': 347182.7000000477, 'timeSinceStimLoad': 12764.199999928474, 'content': 'Lansing', 'is_empty': False}]",-0.1882310720644244,True,False,True,False,347182.7000000477,365748.5,,0.0,8.0,1.0,1.1428571428571428,358667.0,0.0,11485.100000023842,0.6186159497599533,11485.100000023842,0.6186159497599533,Correct,{'Correct': 0.0},2025-04-08T17:31:56.519543,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
20298,Lansing.,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,57,847862,0.0-3.0-0.27,subject_50,67d9934d34ab881ca1365b4a,67dafb6a584019ec3297c693,0.016831963282075,[],-0.6732171612118327,True,False,True,False,,,,,0.0,,,,,,,,,Correct,{'Correct': 0.0},2025-04-08T17:31:56.890750,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
24006,Peniosula,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,59,1321886,0.0-3.0-0.28,subject_26,67e03b666014ad9eaa888659,67e06f48f8ad643c575c73a1,0.4805947728810307,"[{'key': 'Shift', 'code': 'ShiftLeft', 'timeStamp': 1479697.8999999762, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 22402.29999998212, 'content': 'P', 'is_empty': False}, {'key': 'p', 'code': 'KeyP', 'timeStamp': 1479717.099999994, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 22421, 'content': 'P', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 1479963.199999988, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 22667.19999998808, 'content': 'Pe', 'is_empty': False}, {'key': 'n', 'code': 'KeyN', 'timeStamp': 1480063, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 22766.90000000596, 'content': 'Pen', 'is_empty': False}, {'key': 'o', 'code': 'KeyO', 'timeStamp': 1480252.199999988, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 22956.19999998808, 'content': 'Penio', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 1480252.699999988, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 22956.40000000596, 'content': 'Penio', 'is_empty': False}, {'key': 's', 'code': 'KeyS', 'timeStamp': 1480438.3999999762, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 23142.40000000596, 'content': 'Penios', 'is_empty': False}, {'key': 'u', 'code': 'KeyU', 'timeStamp': 1480571.599999994, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 23275.5, 'content': 'Peniosu', 'is_empty': False}, {'key': 'l', 'code': 'KeyL', 'timeStamp': 1480863.8999999762, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 23567.79999998212, 'content': 'Peniosul', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 1481032.7999999821, 'stimLoadTimeStamp': 1457296.599999994, 'timeSinceStimLoad': 23736.79999998212, 'content': 'Peniosula', 'is_empty': False}]",0.4378984385797802,False,False,False,False,1457296.599999994,1481303.599999994,,0.0,10.0,1.0,1.1111111111111112,1479697.8999999762,0.0,22402.29999998212,0.933156995875458,22402.29999998212,0.933156995875458,Other,{'Other': -9.088346359931165e-07},2025-04-08T17:31:57.333370,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
5177,chicago,capitals,24,state,Michigan,Lansing,Detroit,What is the capital of Michigan?,The capital of Michigan is,0.112,0.63,5.625,critical,survey-text,15,57004,0.0-3.0-0.6,subject_47,67e03b666014ad9eaa888659,67e0403582c8fa2e4aeb0d0a,0.5108105947062471,"[{'key': 'd', 'code': 'KeyD', 'timeStamp': 66302, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 1558.8000000715256, 'content': 'de', 'is_empty': False}, {'key': 'e', 'code': 'KeyE', 'timeStamp': 66365.10000002384, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 1621.8999999761581, 'content': 'de', 'is_empty': False}, {'key': 't', 'code': 'KeyT', 'timeStamp': 66562, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 1818.7000000476837, 'content': 'det', 'is_empty': False}, {'key': 'r', 'code': 'KeyR', 'timeStamp': 66760.10000002384, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 2017, 'content': 'detr', 'is_empty': False}, {'key': 'Backspace', 'code': 'Backspace', 'timeStamp': 68069.90000009537, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 3326.5, 'content': '', 'is_empty': True}, {'key': 'c', 'code': 'KeyC', 'timeStamp': 68821.10000002384, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 4077.7000000476837, 'content': 'c', 'is_empty': False}, {'key': 'h', 'code': 'KeyH', 'timeStamp': 69036.10000002384, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 4292.899999976158, 'content': 'chi', 'is_empty': False}, {'key': 'i', 'code': 'KeyI', 'timeStamp': 69068.10000002384, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 4324.700000047684, 'content': 'chi', 'is_empty': False}, {'key': 'c', 'code': 'KeyC', 'timeStamp': 69233, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 4489.700000047684, 'content': 'chic', 'is_empty': False}, {'key': 'a', 'code': 'KeyA', 'timeStamp': 69485, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 4741.800000071526, 'content': 'chica', 'is_empty': False}, {'key': 'g', 'code': 'KeyG', 'timeStamp': 69679.30000007153, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 4935.800000071526, 'content': 'chicago', 'is_empty': False}, {'key': 'o', 'code': 'KeyO', 'timeStamp': 69749, 'stimLoadTimeStamp': 64743.60000002384, 'timeSinceStimLoad': 5005.700000047684, 'content': 'chicago', 'is_empty': False}]",-0.4152922197831875,False,False,False,False,64743.60000002384,69921.10000002384,4.0,1.0,12.0,5.0,1.7142857142857142,68069.90000009537,0.5128807659110436,3326.5,0.6424915499758571,4077.700000047684,0.7875808788117207,Other,{'Other': -0.0011706985533237457},2025-04-08T17:31:57.808740,5.45,6.438,0.14285714285714285,5.8220773171867724e-05,-3.764,-13.77,-0.5629999999999997,-1.0359999999999996,121.943,20.0,6.784000000000002,6.784000000000002,1.0,0.2558424041204889,21.0,350.789,21.0,0.0,103.96400000000001,21.0,91.06485730054406,116.36740288280724,21.0
